date,sport,mkt,matchup,side,agsTier,units,staked,outcome,top2Pct,meanPct,nFor,forWallets
2026-06-12,MLB,TOTAL,"Seattle Mariners @ Washington Nationals",over,PREMIUM,3,1,WIN,77.66,69.7,6,"bc35e3:80%,5b1e50:76%"
2026-06-12,MLB,TOTAL,"St. Louis Cardinals @ Minnesota Twins",over,PREMIUM,3,1,WIN,49.78,49.78,2,"cd2f63:57%,491f30:43%"
2026-06-13,MLB,TOTAL,"Atlanta Braves @ New York Mets",under,ELITE,5,1,WIN,68.05,68.05,2,"eeabaf:69%,bc3532:67%"
2026-06-13,MLB,TOTAL,"Chicago Cubs @ San Francisco Giants",under,PREMIUM,3,1,WIN,70.05,67.49,3,"5b1e50:74%,70135d:66%"
2026-06-13,MLB,TOTAL,"New York Yankees @ Toronto Blue Jays",under,LOCK,1,1,WIN,72.88,72.88,1,"7923c4:73%"
2026-06-13,MLB,TOTAL,"Philadelphia Phillies @ Milwaukee Brewers",over,LEAN,0.5,1,WIN,62.39,62.39,1,"1e8f33:62%"
2026-06-13,MLB,TOTAL,"Texas Rangers @ Boston Red Sox",under,ELITE,5,1,LOSS,69.23,69.23,1,"eeabaf:69%"
2026-06-14,MLB,TOTAL,"Colorado Rockies @ Athletics",under,PREMIUM,3,1,LOSS,66.11,56.57,3,"5b1e50:75%,1e8f33:57%"
2026-06-14,NHL,TOTAL,"Hurricanes @ Golden Knights",under,ELITE,5,1,WIN,80,80,1,"4d2125:80%"
2026-06-16,MLB,TOTAL,"Colorado Rockies @ Chicago Cubs",over,PREMIUM,3,1,LOSS,64.97,61.83,3,"7923c4:73%,cd2f63:57%"
2026-06-16,MLB,TOTAL,"New York Mets @ Cincinnati Reds",over,ELITE,3,1,LOSS,64.97,59.76,4,"7923c4:73%,cd2f63:57%"
2026-06-17,MLB,TOTAL,"Baltimore Orioles @ Seattle Mariners",over,ELITE,3,1,WIN,47.88,47.88,2,"1e8f33:54%,491f30:42%"
2026-06-17,MLB,TOTAL,"Los Angeles Angels @ Arizona Diamondbacks",under,ELITE,3,1,WIN,53.75,53.75,1,"1e8f33:54%"
2026-06-17,MLB,TOTAL,"San Diego Padres @ St. Louis Cardinals",over,ELITE,3,1,LOSS,76.46,67.84,4,"bc35e3:79%,7923c4:74%"
2026-06-18,MLB,TOTAL,"New York Mets @ Philadelphia Phillies",over,PREMIUM,3,1,WIN,64.73,60.78,3,"5b1e50:73%,cd2f63:57%"
2026-06-18,MLB,TOTAL,"Toronto Blue Jays @ Boston Red Sox",under,PREMIUM,3,1,WIN,76.96,67.28,6,"bc35e3:79%,12192c:75%"
2026-06-19,MLB,TOTAL,"Pittsburgh Pirates @ Colorado Rockies",over,ELITE,3,1,LOSS,53.11,53.11,1,"1e8f33:53%"
2026-06-19,MLB,TOTAL,"Toronto Blue Jays @ Chicago Cubs",under,PREMIUM,3,1,LOSS,64.18,60.49,3,"bc44b0:72%,cd2f63:57%"
2026-06-20,MLB,TOTAL,"Milwaukee Brewers @ Atlanta Braves",under,PREMIUM,2,1,WIN,70.3,64.39,3,"972768:73%,eeabaf:68%"
2026-06-21,MLB,TOTAL,"Boston Red Sox @ Seattle Mariners",under,PREMIUM,2.5,1,WIN,74.48,68.58,6,"cdb33b:76%,7923c4:73%"
2026-06-21,MLB,TOTAL,"Chicago White Sox @ Detroit Tigers",under,PREMIUM,3,1,LOSS,69.02,63.43,3,"5b1e50:73%,8ec926:65%"
2026-06-22,MLB,TOTAL,"Baltimore Orioles @ Los Angeles Angels",over,PREMIUM,3,1,LOSS,52.24,52.24,1,"1e8f33:52%"
2026-06-22,MLB,TOTAL,"Chicago Cubs @ New York Mets",over,PREMIUM,3,1,WIN,61.81,61.81,2,"5b1e50:71%,1e8f33:52%"
2026-06-22,MLB,TOTAL,"Houston Astros @ Toronto Blue Jays",under,ELITE,3,1,WIN,66.5,59.95,4,"7923c4:73%,c668b3:60%"
2026-06-22,MLB,TOTAL,"New York Yankees @ Detroit Tigers",under,LOCK,4,1,WIN,70.06,66.71,3,"5b1e50:71%,45fc26:69%"
2026-06-23,MLB,TOTAL,"Milwaukee Brewers @ Cincinnati Reds",over,LOCK,2.5,1,LOSS,51.47,51.47,1,"1e8f33:51%"
2026-06-24,MLB,TOTAL,"Boston Red Sox @ Colorado Rockies",over,PREMIUM,4,1,WIN,73.47,65.89,4,"bc35e3:78%,5b1e50:69%"
2026-06-24,MLB,TOTAL,"Philadelphia Phillies @ Washington Nationals",over,PREMIUM,3,1,LOSS,50.68,50.68,1,"1e8f33:51%"
2026-06-24,MLB,TOTAL,"Seattle Mariners @ Pittsburgh Pirates",under,LEAN,4,1,LOSS,74.34,66.09,6,"cdb33b:76%,45fc26:73%"
2026-06-25,MLB,TOTAL,"Houston Astros @ Detroit Tigers",under,PREMIUM,4,1,WIN,59.85,59.85,2,"5b1e50:69%,2f2a9e:51%"
2026-06-26,MLB,TOTAL,"Chicago Cubs @ Milwaukee Brewers",under,ELITE,4,1,LOSS,68.3,68.3,1,"eeabaf:68%"
2026-06-27,MLB,TOTAL,"Houston Astros @ Detroit Tigers",under,WEAK,4,1,LOSS,71.39,68.87,3,"bc35e3:77%,5b1e50:65%"
2026-06-28,MLB,TOTAL,"Atlanta Braves @ San Francisco Giants",under,LEAN,1,1,WIN,71.69,68.08,3,"f9e3d0:79%,5b1e50:64%"
2026-06-28,MLB,TOTAL,"Chicago Cubs @ Milwaukee Brewers",under,LOCK,4,1,WIN,56.41,56.41,2,"5b1e50:64%,2f2a9e:48%"
2026-06-28,MLB,TOTAL,"Cincinnati Reds @ Pittsburgh Pirates",under,PREMIUM,4,1,LOSS,67.68,61.28,3,"bc44b0:71%,5b1e50:64%"
2026-06-28,MLB,TOTAL,"New York Yankees @ Boston Red Sox",under,PREMIUM,4,1,LOSS,65.81,62.49,3,"7923c4:72%,c668b3:59%"
2026-06-29,MLB,TOTAL,"Miami Marlins @ Colorado Rockies",over,LEAN,3,1,WIN,68.01,61.36,4,"7923c4:72%,5b1e50:64%"
2026-06-29,MLB,TOTAL,"San Diego Padres @ Chicago Cubs",under,WEAK,4,1,WIN,72.41,65.54,4,"bc35e3:78%,ad88a3:67%"
2026-06-30,MLB,TOTAL,"Chicago White Sox @ Baltimore Orioles",over,LOCK,4,1,WIN,85.14,73.18,5,"a82a75:100%,bc44b0:70%"
2026-06-30,MLB,TOTAL,"Detroit Tigers @ New York Yankees",under,PREMIUM,5,1,LOSS,69.06,63.07,8,"bc44b0:70%,4b912c:68%"
2026-06-30,MLB,TOTAL,"Pittsburgh Pirates @ Philadelphia Phillies",under,PREMIUM,1,1,WIN,66.17,60.36,3,"4b912c:68%,5b1e50:64%"
2026-06-30,MLB,TOTAL,"San Diego Padres @ Chicago Cubs",over,LOCK,5,1,WIN,70.41,64.25,5,"7923c4:73%,4b912c:68%"
2026-06-30,MLB,TOTAL,"St. Louis Cardinals @ Atlanta Braves",over,LEAN,5,1,LOSS,64.14,52.76,3,"4b912c:68%,b51a56:60%"
2026-06-30,MLB,TOTAL,"Texas Rangers @ Cleveland Guardians",under,LOCK,2.5,1,WIN,70.92,62.97,5,"12192c:74%,4b912c:68%"
2026-06-30,MLB,TOTAL,"Washington Nationals @ Boston Red Sox",under,LOCK,4,1,PUSH,60.61,60.61,2,"eeabaf:67%,a10ff5:55%"
2026-07-01,MLB,TOTAL,"Cincinnati Reds @ Milwaukee Brewers",under,ELITE,2.5,1,WIN,67.89,60.07,3,"4b912c:70%,5b1e50:65%"
2026-07-01,MLB,TOTAL,"Los Angeles Dodgers @ Athletics",under,PREMIUM,1,1,WIN,67.89,67.89,2,"4b912c:70%,5b1e50:65%"
2026-07-01,MLB,TOTAL,"San Diego Padres @ Chicago Cubs",under,ELITE,4,1,LOSS,74.13,65.78,5,"45fc26:78%,4b912c:70%"
2026-07-01,MLB,TOTAL,"Washington Nationals @ Boston Red Sox",under,PREMIUM,4,1,LOSS,62.92,58.31,3,"bc44b0:70%,cd2f63:56%"
2026-07-02,MLB,TOTAL,"Cincinnati Reds @ Milwaukee Brewers",under,PREMIUM,4,1,LOSS,85.93,72.12,5,"a82a75:95%,cdb33b:76%"
2026-07-02,MLB,TOTAL,"Detroit Tigers @ Texas Rangers",under,ELITE,6,1,LOSS,69.1,59.15,5,"9a69c2:72%,5b1e50:66%"
2026-07-02,MLB,TOTAL,"Los Angeles Angels @ Seattle Mariners",under,WEAK,2.5,1,WIN,58.81,55.76,3,"eeabaf:66%,a10ff5:52%"
2026-07-02,MLB,TOTAL,"Pittsburgh Pirates @ Philadelphia Phillies",over,ELITE,4,1,LOSS,70.63,60.78,6,"4b912c:71%,bc44b0:70%"
2026-07-03,MLB,TOTAL,"Baltimore Orioles @ Cincinnati Reds",under,LOCK,5,1,WIN,67.16,67.16,2,"4b912c:72%,ac9705:63%"
2026-07-03,MLB,TOTAL,"Chicago White Sox @ Cleveland Guardians",under,PREMIUM,5,1,WIN,73.87,62.68,5,"f9e3d0:78%,bc44b0:70%"
2026-07-03,MLB,TOTAL,"Milwaukee Brewers @ Arizona Diamondbacks",over,LEAN,4,1,WIN,68.99,68.99,2,"4b912c:72%,5b1e50:66%"
2026-07-03,MLB,TOTAL,"San Francisco Giants @ Colorado Rockies",under,PREMIUM,5,1,LOSS,51.68,51.68,1,"1e8f33:52%"
2026-07-03,MLB,TOTAL,"Tampa Bay Rays @ Houston Astros",under,PREMIUM,4,1,WIN,83.99,73.42,3,"a82a75:96%,4b912c:72%"
2026-07-04,MLB,TOTAL,"Detroit Tigers @ Texas Rangers",under,LEAN,5,1,WIN,63.57,59.76,3,"5b1e50:66%,ad88a3:61%"
2026-07-04,MLB,TOTAL,"Minnesota Twins @ New York Yankees",over,ELITE,4,1,WIN,68.05,66.67,3,"4b912c:70%,5b1e50:66%"
2026-07-04,MLB,TOTAL,"Pittsburgh Pirates @ Washington Nationals",under,PREMIUM,4,1,WIN,68.05,62.48,3,"4b912c:70%,5b1e50:66%"
2026-07-04,MLB,TOTAL,"San Francisco Giants @ Colorado Rockies",over,PREMIUM,5,1,LOSS,87.1,69.78,6,"a82a75:96%,bc35e3:78%"
2026-07-04,MLB,TOTAL,"St. Louis Cardinals @ Chicago Cubs",over,WEAK,3,1,LOSS,61.1,61.1,2,"4b912c:70%,1e8f33:52%"
2026-07-05,MLB,TOTAL,"Milwaukee Brewers @ Arizona Diamondbacks",over,PREMIUM,1,1,LOSS,67.59,65.06,3,"4b912c:69%,5b1e50:66%"
2026-07-05,MLB,TOTAL,"Minnesota Twins @ New York Yankees",under,ELITE,3,1,WIN,46.92,46.92,2,"a10ff5:52%,f2f960:42%"
2026-07-05,MLB,TOTAL,"Philadelphia Phillies @ Kansas City Royals",over,PREMIUM,4,1,LOSS,67.59,63.79,3,"4b912c:69%,5b1e50:66%"
2026-07-05,MLB,TOTAL,"San Francisco Giants @ Colorado Rockies",over,PREMIUM,2.5,1,PUSH,76.7,63.22,10,"bc35e3:78%,f9e3d0:76%"
2026-07-05,MLB,TOTAL,"Tampa Bay Rays @ Houston Astros",under,PREMIUM,4,1,WIN,82.96,82.96,2,"a82a75:97%,4b912c:69%"
2026-07-06,MLB,TOTAL,"New York Mets @ Atlanta Braves",over,ELITE,4,1,WIN,67.17,66.6,3,"4b912c:68%,5b1e50:66%"
2026-07-07,MLB,TOTAL,"Houston Astros @ Washington Nationals",under,LEAN,1,1,WIN,67.26,67.26,2,"4b912c:69%,eeabaf:66%"
2026-07-07,MLB,TOTAL,"Los Angeles Angels @ Texas Rangers",under,PREMIUM,3,1,LOSS,63.39,63.39,2,"eeabaf:66%,ad88a3:61%"
2026-07-07,MLB,TOTAL,"Milwaukee Brewers @ St. Louis Cardinals",over,LOCK,4,1,LOSS,73.33,73.33,2,"0cd77e:80%,7da3d5:67%"
2026-07-08,MLB,TOTAL,"Chicago Cubs @ Baltimore Orioles",over,WEAK,4,1,WIN,73.96,63.14,5,"0cd77e:81%,aa9fb4:67%"
2026-07-08,MLB,TOTAL,"Colorado Rockies @ Los Angeles Dodgers",under,LOCK,4,1,WIN,58.71,55.19,4,"7da3d5:64%,2f2a9e:54%"
2026-07-09,MLB,TOTAL,"Chicago Cubs @ Baltimore Orioles",over,LOCK,4,1,LOSS,61.01,61.01,2,"aa9fb4:63%,f2f960:60%"
2026-07-09,MLB,TOTAL,"Milwaukee Brewers @ St. Louis Cardinals",over,LEAN,5,1,WIN,63.12,63.12,2,"0cd77e:72%,2f2a9e:54%"
2026-07-10,MLB,TOTAL,"Cleveland Guardians @ Miami Marlins",under,ELITE,4,1,WIN,73.53,73.53,1,"0cd77e:74%"
2026-07-10,MLB,TOTAL,"New York Yankees @ Washington Nationals",over,LOCK,5,1,LOSS,66.86,65.41,3,"ac9705:69%,7da3d5:65%"
2026-07-11,MLB,TOTAL,"Milwaukee Brewers @ Pittsburgh Pirates",over,LEAN,3,1,LOSS,57.72,57.72,2,"7da3d5:65%,a10ff5:50%"
2026-07-12,MLB,TOTAL,"Seattle Mariners @ Tampa Bay Rays",under,PREMIUM,4,1,LOSS,72.01,66.46,5,"bc35e3:77%,bc44b0:67%"
