date,sport,mkt,matchup,side,agsTier,units,staked,tracked,outcome,top2Pct,nFor
2026-06-02,MLB,TOTAL,"Colorado Rockies @ Los Angeles Angels",under,FADE,0,0,1,LOSS,71.43,1
2026-06-02,MLB,TOTAL,"Miami Marlins @ Washington Nationals",under,FADE,0,0,1,LOSS,77.48,3
2026-06-02,MLB,TOTAL,"New York Mets @ Seattle Mariners",over,PREMIUM,3,1,0,WIN,60,1
2026-06-02,MLB,TOTAL,"Athletics @ Chicago Cubs",over,PREMIUM,3,1,0,LOSS,60,1
2026-06-02,NHL,TOTAL,"Golden Knights @ Hurricanes",over,ELITE,5,1,0,WIN,74.18,5
2026-06-03,MLB,TOTAL,"Detroit Tigers @ Tampa Bay Rays",under,FADE,0,0,1,LOSS,74.16,4
2026-06-03,MLB,TOTAL,"Kansas City Royals @ Cincinnati Reds",over,PREMIUM,3,1,0,LOSS,75,1
2026-06-03,MLB,TOTAL,"Miami Marlins @ Washington Nationals",over,ELITE,5,1,0,LOSS,74.16,4
2026-06-03,MLB,TOTAL,"San Diego Padres @ Philadelphia Phillies",over,WEAK,0.25,1,0,LOSS,61.71,3
2026-06-03,MLB,TOTAL,"San Francisco Giants @ Milwaukee Brewers",under,PREMIUM,2.5,1,0,WIN,72.03,1
2026-06-03,MLB,TOTAL,"Texas Rangers @ St. Louis Cardinals",under,ELITE,5,1,0,WIN,67.91,2
2026-06-03,MLB,TOTAL,"Toronto Blue Jays @ Atlanta Braves",under,PREMIUM,2.5,1,0,LOSS,72.03,1
2026-06-03,NBA,TOTAL,"Knicks @ Spurs",over,FADE,0,0,1,LOSS,88.93,8
2026-06-04,MLB,TOTAL,"Cleveland Guardians @ New York Yankees",over,LOCK,1,1,0,LOSS,66.5,3
2026-06-04,MLB,TOTAL,"San Diego Padres @ Philadelphia Phillies",over,FADE,0,0,1,WIN,69.57,5
2026-06-04,MLB,TOTAL,"San Francisco Giants @ Milwaukee Brewers",over,PREMIUM,3,1,0,WIN,64.97,2
2026-06-04,MLB,TOTAL,"Toronto Blue Jays @ Atlanta Braves",under,ELITE,5,1,0,LOSS,72.53,3
2026-06-05,MLB,TOTAL,"Baltimore Orioles @ Toronto Blue Jays",over,PREMIUM,3,1,0,WIN,61.02,2
2026-06-05,MLB,TOTAL,"Boston Red Sox @ New York Yankees",over,LOCK,1,1,0,PUSH,73.25,1
2026-06-05,MLB,TOTAL,"Cincinnati Reds @ St. Louis Cardinals",over,LEAN,0.5,1,0,WIN,73.04,3
2026-06-05,MLB,TOTAL,"Cleveland Guardians @ Texas Rangers",under,FADE,0,0,1,WIN,71.11,1
2026-06-05,MLB,TOTAL,"Pittsburgh Pirates @ Atlanta Braves",over,ELITE,2.5,1,0,WIN,71.43,1
2026-06-05,MLB,TOTAL,"San Francisco Giants @ Chicago Cubs",over,ELITE,5,1,0,WIN,75.93,3
2026-06-05,NBA,TOTAL,"Knicks @ Spurs",over,FADE,0,0,1,LOSS,69.29,3
2026-06-06,MLB,TOTAL,"Baltimore Orioles @ Toronto Blue Jays",over,WEAK,0.25,1,0,WIN,72.79,6
2026-06-06,MLB,TOTAL,"Boston Red Sox @ New York Yankees",under,PREMIUM,3,1,0,WIN,59.68,1
2026-06-06,MLB,TOTAL,"Cincinnati Reds @ St. Louis Cardinals",over,PREMIUM,3,1,0,WIN,73.17,4
2026-06-06,MLB,TOTAL,"Cleveland Guardians @ Texas Rangers",over,LOCK,1,1,0,LOSS,69.81,5
2026-06-06,MLB,TOTAL,"Chicago White Sox @ Philadelphia Phillies",over,ELITE,5,1,0,LOSS,67.79,1
2026-06-06,MLB,TOTAL,"Los Angeles Angels @ Los Angeles Dodgers",under,ELITE,2.5,1,0,LOSS,72,1
2026-06-06,MLB,TOTAL,"Milwaukee Brewers @ Colorado Rockies",over,FADE,0,0,1,LOSS,58.46,2
2026-06-06,MLB,TOTAL,"New York Mets @ San Diego Padres",under,PREMIUM,3,1,0,WIN,64.62,2
2026-06-06,MLB,TOTAL,"Athletics @ Houston Astros",under,LOCK,1,1,0,LOSS,61.25,1
2026-06-06,MLB,TOTAL,"Pittsburgh Pirates @ Atlanta Braves",under,FADE,0,0,1,LOSS,76.74,1
2026-06-06,MLB,TOTAL,"Seattle Mariners @ Detroit Tigers",under,FADE,0,0,1,WIN,70.22,3
2026-06-07,MLB,TOTAL,"Baltimore Orioles @ Toronto Blue Jays",over,FADE,0,0,1,WIN,65.39,2
2026-06-07,MLB,TOTAL,"Boston Red Sox @ New York Yankees",over,LEAN,0.5,1,0,LOSS,67.74,1
2026-06-07,MLB,TOTAL,"Cincinnati Reds @ St. Louis Cardinals",over,PREMIUM,3,1,0,LOSS,75.74,3
2026-06-07,MLB,TOTAL,"Chicago White Sox @ Philadelphia Phillies",under,PREMIUM,3,1,0,LOSS,58.95,3
2026-06-07,MLB,TOTAL,"Kansas City Royals @ Minnesota Twins",over,WEAK,0.25,1,0,WIN,63.19,5
2026-06-07,MLB,TOTAL,"Los Angeles Angels @ Los Angeles Dodgers",under,LEAN,0.5,1,0,LOSS,75.31,2
2026-06-07,MLB,TOTAL,"Milwaukee Brewers @ Colorado Rockies",over,LOCK,1,1,0,WIN,68.99,5
2026-06-07,MLB,TOTAL,"Athletics @ Houston Astros",over,ELITE,5,1,0,LOSS,60.53,2
2026-06-07,MLB,TOTAL,"Seattle Mariners @ Detroit Tigers",over,FADE,0,0,1,WIN,63.11,3
2026-06-07,MLB,TOTAL,"San Francisco Giants @ Chicago Cubs",over,PREMIUM,3,1,0,LOSS,66.65,4
2026-06-07,MLB,TOTAL,"Tampa Bay Rays @ Miami Marlins",under,ELITE,5,1,0,WIN,64.19,4
2026-06-07,MLB,TOTAL,"Washington Nationals @ Arizona Diamondbacks",under,LEAN,0.5,1,0,WIN,77.08,1
2026-06-08,MLB,TOTAL,"Boston Red Sox @ Tampa Bay Rays",over,FADE,0,0,1,LOSS,76.37,5
2026-06-08,MLB,TOTAL,"Cincinnati Reds @ San Diego Padres",under,PREMIUM,3,1,0,LOSS,62.68,2
2026-06-08,MLB,TOTAL,"Houston Astros @ Los Angeles Angels",over,PREMIUM,3,1,0,PUSH,70.87,3
2026-06-08,MLB,TOTAL,"New York Yankees @ Cleveland Guardians",over,PREMIUM,2.5,1,0,WIN,71.17,4
2026-06-08,MLB,TOTAL,"Philadelphia Phillies @ Toronto Blue Jays",over,FADE,0,0,1,LOSS,58.33,2
2026-06-08,MLB,TOTAL,"Washington Nationals @ San Francisco Giants",under,ELITE,2.5,1,0,WIN,63.64,1
2026-06-08,NBA,TOTAL,"Spurs @ Knicks",under,LOCK,1,1,0,LOSS,73.33,6
2026-06-09,MLB,TOTAL,"Arizona Diamondbacks @ Miami Marlins",over,ELITE,5,1,0,WIN,75.61,1
2026-06-09,MLB,TOTAL,"Boston Red Sox @ Tampa Bay Rays",over,LOCK,1,1,0,LOSS,69.93,4
2026-06-09,MLB,TOTAL,"Chicago Cubs @ Colorado Rockies",under,LEAN,0.5,1,0,WIN,75.61,1
2026-06-09,MLB,TOTAL,"Milwaukee Brewers @ Athletics",under,FADE,0,0,1,WIN,60.78,3
2026-06-09,MLB,TOTAL,"Minnesota Twins @ Detroit Tigers",over,PREMIUM,3,1,0,WIN,66.6,3
2026-06-09,MLB,TOTAL,"Philadelphia Phillies @ Toronto Blue Jays",under,ELITE,5,1,0,WIN,63.64,1
2026-06-09,NHL,TOTAL,"Hurricanes @ Golden Knights",under,ELITE,5,1,0,LOSS,67.75,4
2026-06-10,MLB,TOTAL,"Arizona Diamondbacks @ Miami Marlins",over,PREMIUM,3,1,0,LOSS,71.62,6
2026-06-10,MLB,TOTAL,"Boston Red Sox @ Tampa Bay Rays",over,LOCK,1,1,0,WIN,68.15,3
2026-06-10,MLB,TOTAL,"Chicago Cubs @ Colorado Rockies",under,ELITE,5,1,0,WIN,74.88,5
2026-06-10,MLB,TOTAL,"Cincinnati Reds @ San Diego Padres",under,FADE,0,0,1,LOSS,66.3,1
2026-06-10,MLB,TOTAL,"Houston Astros @ Los Angeles Angels",over,ELITE,5,1,0,LOSS,56.71,2
2026-06-10,MLB,TOTAL,"Los Angeles Dodgers @ Pittsburgh Pirates",over,ELITE,5,1,0,WIN,65.72,3
2026-06-10,MLB,TOTAL,"New York Yankees @ Cleveland Guardians",over,PREMIUM,3,1,0,WIN,73.26,3
2026-06-10,MLB,TOTAL,"St. Louis Cardinals @ New York Mets",over,PREMIUM,3,1,0,WIN,76,1
2026-06-10,MLB,TOTAL,"Texas Rangers @ Kansas City Royals",under,PREMIUM,3,1,0,LOSS,67.4,2
2026-06-10,MLB,TOTAL,"Washington Nationals @ San Francisco Giants",under,ELITE,5,1,0,LOSS,73.65,7
2026-06-10,NBA,TOTAL,"Spurs @ Knicks",under,WEAK,0.25,1,0,WIN,78.75,11
2026-06-11,MLB,TOTAL,"Arizona Diamondbacks @ Miami Marlins",over,FADE,0,0,1,LOSS,65.19,5
2026-06-11,MLB,TOTAL,"Chicago Cubs @ Colorado Rockies",over,FADE,0,0,1,WIN,73.62,4
2026-06-11,MLB,TOTAL,"Los Angeles Dodgers @ Pittsburgh Pirates",under,FADE,0,0,1,LOSS,74.46,2
2026-06-11,MLB,TOTAL,"Texas Rangers @ Kansas City Royals",under,WEAK,0.25,1,0,WIN,74.46,5
2026-06-11,NHL,TOTAL,"Golden Knights @ Hurricanes",under,LEAN,0.5,1,0,PUSH,69.05,6
2026-06-12,MLB,TOTAL,"Chicago Cubs @ San Francisco Giants",over,LOCK,1,1,0,LOSS,73.14,1
2026-06-12,MLB,TOTAL,"San Diego Padres @ Baltimore Orioles",under,FADE,0,0,1,LOSS,75.49,2
2026-06-12,MLB,TOTAL,"Seattle Mariners @ Washington Nationals",over,PREMIUM,3,1,0,WIN,77.66,6
2026-06-12,MLB,TOTAL,"St. Louis Cardinals @ Minnesota Twins",over,PREMIUM,3,1,0,WIN,49.78,2
2026-06-13,MLB,TOTAL,"Atlanta Braves @ New York Mets",under,ELITE,5,1,0,WIN,68.05,2
2026-06-13,MLB,TOTAL,"Chicago Cubs @ San Francisco Giants",under,PREMIUM,3,1,0,WIN,70.05,3
2026-06-13,MLB,TOTAL,"Colorado Rockies @ Athletics",over,FADE,0,0,1,LOSS,59.62,1
2026-06-13,MLB,TOTAL,"New York Yankees @ Toronto Blue Jays",under,LOCK,1,1,0,WIN,72.88,1
2026-06-13,MLB,TOTAL,"Philadelphia Phillies @ Milwaukee Brewers",over,LEAN,0.5,1,0,WIN,62.39,1
2026-06-13,MLB,TOTAL,"St. Louis Cardinals @ Minnesota Twins",under,FADE,0,0,1,LOSS,79.44,1
2026-06-13,MLB,TOTAL,"Texas Rangers @ Boston Red Sox",under,ELITE,5,1,0,LOSS,69.23,1
2026-06-13,NBA,TOTAL,"Knicks @ Spurs",over,FADE,0,0,1,LOSS,78.33,5
2026-06-14,MLB,TOTAL,"Colorado Rockies @ Athletics",under,PREMIUM,3,1,0,LOSS,66.11,3
2026-06-14,MLB,TOTAL,"Miami Marlins @ Pittsburgh Pirates",under,FADE,0,0,1,WIN,65.81,2
2026-06-14,MLB,TOTAL,"San Diego Padres @ Baltimore Orioles",under,FADE,0,0,1,WIN,66.49,1
2026-06-14,MLB,TOTAL,"Texas Rangers @ Boston Red Sox",under,FADE,0,0,1,LOSS,56.76,1
2026-06-14,NHL,TOTAL,"Hurricanes @ Golden Knights",under,ELITE,5,1,0,WIN,80,1
2026-06-15,MLB,TOTAL,"Colorado Rockies @ Chicago Cubs",over,LOCK,0,0,1,LOSS,72.88,1
2026-06-15,MLB,TOTAL,"Kansas City Royals @ Washington Nationals",over,PREMIUM,0,0,1,WIN,70.95,2
2026-06-15,MLB,TOTAL,"Miami Marlins @ Philadelphia Phillies",over,PREMIUM,0,0,1,LOSS,64.8,3
2026-06-15,MLB,TOTAL,"Minnesota Twins @ Texas Rangers",over,LOCK,0,0,1,LOSS,72.88,1
2026-06-15,MLB,TOTAL,"Pittsburgh Pirates @ Athletics",under,LOCK,0,0,1,LOSS,68.85,2
2026-06-15,MLB,TOTAL,"Tampa Bay Rays @ Los Angeles Dodgers",over,LOCK,0,0,1,LOSS,76.62,3
2026-06-16,MLB,TOTAL,"Cleveland Guardians @ Milwaukee Brewers",under,ELITE,0,0,1,WIN,53.57,1
2026-06-16,MLB,TOTAL,"Colorado Rockies @ Chicago Cubs",over,PREMIUM,3,1,0,LOSS,64.97,3
2026-06-16,MLB,TOTAL,"Detroit Tigers @ Houston Astros",over,PREMIUM,0,0,1,LOSS,60,3
2026-06-16,MLB,TOTAL,"Kansas City Royals @ Washington Nationals",over,PREMIUM,0,0,1,WIN,76.43,5
2026-06-16,MLB,TOTAL,"Los Angeles Angels @ Arizona Diamondbacks",over,FADE,0,0,1,LOSS,63.04,3
2026-06-16,MLB,TOTAL,"New York Mets @ Cincinnati Reds",over,ELITE,3,1,0,LOSS,64.97,4
2026-06-16,MLB,TOTAL,"Tampa Bay Rays @ Los Angeles Dodgers",over,LOCK,0,0,1,LOSS,77.04,6
2026-06-17,MLB,TOTAL,"Baltimore Orioles @ Seattle Mariners",over,ELITE,3,1,0,WIN,47.88,2
2026-06-17,MLB,TOTAL,"Colorado Rockies @ Chicago Cubs",over,FADE,0,0,1,WIN,73.18,4
2026-06-17,MLB,TOTAL,"Detroit Tigers @ Houston Astros",over,FADE,0,0,1,LOSS,59.38,2
2026-06-17,MLB,TOTAL,"Kansas City Royals @ Washington Nationals",over,FADE,0,0,1,LOSS,65.1,3
2026-06-17,MLB,TOTAL,"Los Angeles Angels @ Arizona Diamondbacks",under,ELITE,3,1,0,WIN,53.75,1
2026-06-17,MLB,TOTAL,"New York Mets @ Cincinnati Reds",over,FADE,0,0,1,WIN,56.49,1
2026-06-17,MLB,TOTAL,"San Diego Padres @ St. Louis Cardinals",over,ELITE,3,1,0,LOSS,76.46,4
2026-06-17,MLB,TOTAL,"San Francisco Giants @ Atlanta Braves",over,FADE,0,0,1,PUSH,77.99,4
2026-06-17,MLB,TOTAL,"Tampa Bay Rays @ Los Angeles Dodgers",under,FADE,0,0,1,LOSS,69.83,3
2026-06-18,MLB,TOTAL,"Baltimore Orioles @ Seattle Mariners",over,FADE,0,0,1,LOSS,51.96,2
2026-06-18,MLB,TOTAL,"Los Angeles Angels @ Athletics",over,FADE,0,0,1,LOSS,72.95,1
2026-06-18,MLB,TOTAL,"New York Mets @ Philadelphia Phillies",over,PREMIUM,3,1,0,WIN,64.73,3
2026-06-18,MLB,TOTAL,"Toronto Blue Jays @ Boston Red Sox",under,PREMIUM,3,1,0,WIN,76.96,6
2026-06-19,MLB,TOTAL,"Baltimore Orioles @ Los Angeles Dodgers",over,PREMIUM,0,0,1,WIN,59.42,2
2026-06-19,MLB,TOTAL,"Boston Red Sox @ Seattle Mariners",over,LEAN,0,0,1,WIN,73,1
2026-06-19,MLB,TOTAL,"Cincinnati Reds @ New York Yankees",over,PREMIUM,0,0,1,LOSS,68.33,3
2026-06-19,MLB,TOTAL,"Pittsburgh Pirates @ Colorado Rockies",over,ELITE,3,1,0,LOSS,53.11,1
2026-06-19,MLB,TOTAL,"Toronto Blue Jays @ Chicago Cubs",under,PREMIUM,3,1,0,LOSS,64.18,3
2026-06-20,MLB,TOTAL,"Chicago White Sox @ Detroit Tigers",under,WEAK,0,0,1,WIN,52.43,1
2026-06-20,MLB,TOTAL,"Milwaukee Brewers @ Atlanta Braves",under,PREMIUM,2,1,0,WIN,70.3,3
2026-06-20,MLB,TOTAL,"Minnesota Twins @ Arizona Diamondbacks",under,LOCK,0,0,1,LOSS,43.4,1
2026-06-20,MLB,TOTAL,"San Francisco Giants @ Miami Marlins",over,LEAN,0,0,1,WIN,56.37,1
2026-06-20,MLB,TOTAL,"Toronto Blue Jays @ Chicago Cubs",under,LEAN,0,0,1,LOSS,56.37,1
2026-06-21,MLB,TOTAL,"Boston Red Sox @ Seattle Mariners",under,PREMIUM,2.5,1,0,WIN,74.48,6
2026-06-21,MLB,TOTAL,"Cincinnati Reds @ New York Yankees",over,LOCK,0,0,1,LOSS,60.94,1
2026-06-21,MLB,TOTAL,"Cleveland Guardians @ Houston Astros",over,WEAK,0,0,1,LOSS,52.26,1
2026-06-21,MLB,TOTAL,"Chicago White Sox @ Detroit Tigers",under,PREMIUM,3,1,0,LOSS,69.02,3
2026-06-21,MLB,TOTAL,"Los Angeles Angels @ Athletics",over,PREMIUM,0,0,1,WIN,52.26,1
2026-06-21,MLB,TOTAL,"Minnesota Twins @ Arizona Diamondbacks",over,PREMIUM,0,0,1,LOSS,68.95,4
2026-06-21,MLB,TOTAL,"San Francisco Giants @ Miami Marlins",over,PREMIUM,0,0,1,LOSS,60.94,1
2026-06-21,MLB,TOTAL,"St. Louis Cardinals @ Kansas City Royals",under,WEAK,0,0,1,LOSS,70.57,4
2026-06-21,MLB,TOTAL,"Washington Nationals @ Tampa Bay Rays",under,FADE,0,0,1,WIN,71.15,1
2026-06-22,MLB,TOTAL,"Baltimore Orioles @ Los Angeles Angels",over,PREMIUM,3,1,0,LOSS,52.24,1
2026-06-22,MLB,TOTAL,"Boston Red Sox @ Colorado Rockies",under,ELITE,0,0,1,WIN,70.21,1
2026-06-22,MLB,TOTAL,"Chicago Cubs @ New York Mets",over,PREMIUM,3,1,0,WIN,61.81,2
2026-06-22,MLB,TOTAL,"Houston Astros @ Toronto Blue Jays",under,ELITE,3,1,0,WIN,66.5,4
2026-06-22,MLB,TOTAL,"Los Angeles Dodgers @ Minnesota Twins",over,FADE,0,0,1,LOSS,67.95,3
2026-06-22,MLB,TOTAL,"New York Yankees @ Detroit Tigers",under,LOCK,4,1,0,WIN,70.06,3
2026-06-23,MLB,TOTAL,"Arizona Diamondbacks @ St. Louis Cardinals",under,ELITE,0,0,1,WIN,70.89,1
2026-06-23,MLB,TOTAL,"Chicago Cubs @ New York Mets",under,ELITE,0,0,1,LOSS,52.41,1
2026-06-23,MLB,TOTAL,"Houston Astros @ Toronto Blue Jays",under,FADE,0,0,1,LOSS,76.73,5
2026-06-23,MLB,TOTAL,"Kansas City Royals @ Tampa Bay Rays",under,FADE,0,0,1,LOSS,61.43,2
2026-06-23,MLB,TOTAL,"Los Angeles Dodgers @ Minnesota Twins",under,FADE,0,0,1,LOSS,72.79,2
2026-06-23,MLB,TOTAL,"Milwaukee Brewers @ Cincinnati Reds",over,LOCK,2.5,1,0,LOSS,51.47,1
2026-06-23,MLB,TOTAL,"Athletics @ San Francisco Giants",over,FADE,0,0,1,LOSS,43.86,1
2026-06-23,MLB,TOTAL,"Seattle Mariners @ Pittsburgh Pirates",under,WEAK,0,0,1,WIN,70.59,1
2026-06-23,MLB,TOTAL,"Texas Rangers @ Miami Marlins",under,PREMIUM,0,0,1,LOSS,70.59,1
2026-06-24,MLB,TOTAL,"Arizona Diamondbacks @ St. Louis Cardinals",over,LOCK,0,0,1,WIN,50.68,1
2026-06-24,MLB,TOTAL,"Atlanta Braves @ San Diego Padres",under,LOCK,0,0,1,WIN,73.27,1
2026-06-24,MLB,TOTAL,"Baltimore Orioles @ Los Angeles Angels",over,WEAK,0,0,1,WIN,51.72,1
2026-06-24,MLB,TOTAL,"Boston Red Sox @ Colorado Rockies",over,PREMIUM,4,1,0,WIN,73.47,4
2026-06-24,MLB,TOTAL,"Chicago Cubs @ New York Mets",under,ELITE,0,0,1,LOSS,60.54,3
2026-06-24,MLB,TOTAL,"Houston Astros @ Toronto Blue Jays",under,WEAK,0,0,1,WIN,73.27,1
2026-06-24,MLB,TOTAL,"Milwaukee Brewers @ Cincinnati Reds",under,PREMIUM,0,0,1,LOSS,74.13,2
2026-06-24,MLB,TOTAL,"New York Yankees @ Detroit Tigers",under,ELITE,0,0,1,WIN,71.31,2
2026-06-24,MLB,TOTAL,"Athletics @ San Francisco Giants",under,LOCK,0,0,1,WIN,71.31,2
2026-06-24,MLB,TOTAL,"Philadelphia Phillies @ Washington Nationals",over,PREMIUM,3,1,0,LOSS,50.68,1
2026-06-24,MLB,TOTAL,"Seattle Mariners @ Pittsburgh Pirates",under,LEAN,4,1,0,LOSS,74.34,6
2026-06-24,MLB,TOTAL,"Texas Rangers @ Miami Marlins",under,FADE,0,0,1,WIN,69.68,2
2026-06-25,MLB,TOTAL,"Chicago Cubs @ New York Mets",under,PREMIUM,0,0,1,WIN,33.33,1
2026-06-25,MLB,TOTAL,"Houston Astros @ Detroit Tigers",under,PREMIUM,4,1,0,WIN,59.85,2
2026-06-25,MLB,TOTAL,"New York Yankees @ Boston Red Sox",under,PREMIUM,0,0,1,LOSS,51.15,1
2026-06-25,MLB,TOTAL,"Philadelphia Phillies @ Washington Nationals",over,FADE,0,0,1,WIN,50.21,1
2026-06-26,MLB,TOTAL,"Atlanta Braves @ San Francisco Giants",over,LOCK,0,0,1,LOSS,56.16,1
2026-06-26,MLB,TOTAL,"Chicago Cubs @ Milwaukee Brewers",under,ELITE,4,1,0,LOSS,68.3,1
2026-06-26,MLB,TOTAL,"Cincinnati Reds @ Pittsburgh Pirates",over,LEAN,0,0,1,WIN,50,1
2026-06-26,MLB,TOTAL,"New York Yankees @ Boston Red Sox",under,FADE,0,0,1,WIN,56.44,1
2026-06-26,MLB,TOTAL,"Athletics @ Los Angeles Angels",under,FADE,0,0,1,LOSS,69.23,1
2026-06-26,MLB,TOTAL,"Seattle Mariners @ Cleveland Guardians",under,PREMIUM,0,0,1,WIN,59.72,2
2026-06-26,MLB,TOTAL,"Texas Rangers @ Toronto Blue Jays",under,PREMIUM,0,0,1,LOSS,85.88,2
2026-06-27,MLB,TOTAL,"Arizona Diamondbacks @ Tampa Bay Rays",over,LOCK,0,0,1,LOSS,69.33,3
2026-06-27,MLB,TOTAL,"Cincinnati Reds @ Pittsburgh Pirates",under,FADE,0,0,1,LOSS,70.93,3
2026-06-27,MLB,TOTAL,"Houston Astros @ Detroit Tigers",under,WEAK,4,1,0,LOSS,71.39,3
2026-06-27,MLB,TOTAL,"Los Angeles Dodgers @ San Diego Padres",over,PREMIUM,0,0,1,WIN,49.69,2
2026-06-27,MLB,TOTAL,"New York Yankees @ Boston Red Sox",under,FADE,0,0,1,WIN,54.55,1
2026-06-27,MLB,TOTAL,"Athletics @ Los Angeles Angels",over,FADE,0,0,1,LOSS,66.95,3
2026-06-27,MLB,TOTAL,"Philadelphia Phillies @ New York Mets",over,WEAK,0,0,1,LOSS,65.97,2
2026-06-28,MLB,TOTAL,"Atlanta Braves @ San Francisco Giants",under,LEAN,1,1,0,WIN,71.69,3
2026-06-28,MLB,TOTAL,"Chicago Cubs @ Milwaukee Brewers",under,LOCK,4,1,0,WIN,56.41,2
2026-06-28,MLB,TOTAL,"Cincinnati Reds @ Pittsburgh Pirates",under,PREMIUM,4,1,0,LOSS,67.68,3
2026-06-28,MLB,TOTAL,"Houston Astros @ Detroit Tigers",under,PREMIUM,0,0,1,LOSS,48.47,1
2026-06-28,MLB,TOTAL,"Los Angeles Dodgers @ San Diego Padres",under,PREMIUM,0,0,1,WIN,72.32,1
2026-06-28,MLB,TOTAL,"New York Yankees @ Boston Red Sox",under,PREMIUM,4,1,0,LOSS,65.81,3
2026-06-28,MLB,TOTAL,"Athletics @ Los Angeles Angels",over,FADE,0,0,1,LOSS,73.84,6
2026-06-28,MLB,TOTAL,"Philadelphia Phillies @ New York Mets",over,LEAN,0,0,1,WIN,70.96,3
2026-06-28,MLB,TOTAL,"Texas Rangers @ Toronto Blue Jays",over,LEAN,0,0,1,LOSS,50.55,1
2026-06-29,MLB,TOTAL,"Cincinnati Reds @ Milwaukee Brewers",over,LEAN,0,0,1,LOSS,72.25,1
2026-06-29,MLB,TOTAL,"Chicago White Sox @ Baltimore Orioles",under,WEAK,0,0,1,LOSS,72.25,1
2026-06-29,MLB,TOTAL,"Detroit Tigers @ New York Yankees",under,WEAK,0,0,1,LOSS,65.22,3
2026-06-29,MLB,TOTAL,"Miami Marlins @ Colorado Rockies",over,LEAN,3,1,0,WIN,68.01,4
2026-06-29,MLB,TOTAL,"San Diego Padres @ Chicago Cubs",under,WEAK,4,1,0,WIN,72.41,4
2026-06-29,MLB,TOTAL,"San Francisco Giants @ Arizona Diamondbacks",over,PREMIUM,0,0,1,PUSH,72.25,1
2026-06-29,MLB,TOTAL,"Texas Rangers @ Cleveland Guardians",under,WEAK,0,0,1,LOSS,68.17,3
2026-06-30,MLB,TOTAL,"Chicago White Sox @ Baltimore Orioles",over,LOCK,4,1,0,WIN,85.14,5
2026-06-30,MLB,TOTAL,"Detroit Tigers @ New York Yankees",under,PREMIUM,5,1,0,LOSS,69.06,8
2026-06-30,MLB,TOTAL,"Los Angeles Angels @ Seattle Mariners",under,LEAN,0,0,1,LOSS,72.96,1
2026-06-30,MLB,TOTAL,"Miami Marlins @ Colorado Rockies",under,FADE,0,0,1,LOSS,89.06,3
2026-06-30,MLB,TOTAL,"Pittsburgh Pirates @ Philadelphia Phillies",under,PREMIUM,1,1,0,WIN,66.17,3
2026-06-30,MLB,TOTAL,"San Diego Padres @ Chicago Cubs",over,LOCK,5,1,0,WIN,70.41,5
2026-06-30,MLB,TOTAL,"St. Louis Cardinals @ Atlanta Braves",over,LEAN,5,1,0,LOSS,64.14,3
2026-06-30,MLB,TOTAL,"Texas Rangers @ Cleveland Guardians",under,LOCK,2.5,1,0,WIN,70.92,5
2026-06-30,MLB,TOTAL,"Washington Nationals @ Boston Red Sox",under,LOCK,4,1,0,PUSH,60.61,2
2026-07-01,MLB,TOTAL,"Cincinnati Reds @ Milwaukee Brewers",under,ELITE,2.5,1,0,WIN,67.89,3
2026-07-01,MLB,TOTAL,"Los Angeles Dodgers @ Athletics",under,PREMIUM,1,1,0,WIN,67.89,2
2026-07-01,MLB,TOTAL,"Miami Marlins @ Colorado Rockies",under,LOCK,0,0,1,WIN,64.42,2
2026-07-01,MLB,TOTAL,"Minnesota Twins @ Houston Astros",under,ELITE,0,0,1,LOSS,70.49,1
2026-07-01,MLB,TOTAL,"San Diego Padres @ Chicago Cubs",under,ELITE,4,1,0,LOSS,74.13,5
2026-07-01,MLB,TOTAL,"St. Louis Cardinals @ Atlanta Braves",under,PREMIUM,0,0,1,WIN,61.07,2
2026-07-01,MLB,TOTAL,"Washington Nationals @ Boston Red Sox",under,PREMIUM,4,1,0,LOSS,62.92,3
2026-07-02,MLB,TOTAL,"Cincinnati Reds @ Milwaukee Brewers",under,PREMIUM,4,1,0,LOSS,85.93,5
2026-07-02,MLB,TOTAL,"Chicago White Sox @ Cleveland Guardians",under,ELITE,0,0,1,LOSS,60.38,2
2026-07-02,MLB,TOTAL,"Detroit Tigers @ Texas Rangers",under,ELITE,6,1,0,LOSS,69.1,5
2026-07-02,MLB,TOTAL,"Los Angeles Angels @ Seattle Mariners",under,WEAK,2.5,1,0,WIN,58.81,3
2026-07-02,MLB,TOTAL,"Miami Marlins @ Colorado Rockies",over,WEAK,0,0,1,WIN,68.45,5
2026-07-02,MLB,TOTAL,"Pittsburgh Pirates @ Philadelphia Phillies",over,ELITE,4,1,0,LOSS,70.63,6
2026-07-02,MLB,TOTAL,"San Diego Padres @ Los Angeles Dodgers",over,FADE,0,0,1,WIN,71.11,1
2026-07-02,MLB,TOTAL,"St. Louis Cardinals @ Atlanta Braves",under,LOCK,0,0,1,LOSS,71.11,1
2026-07-02,MLB,TOTAL,"Tampa Bay Rays @ Kansas City Royals",over,PREMIUM,0,0,1,LOSS,61.32,2
2026-07-03,MLB,TOTAL,"Baltimore Orioles @ Cincinnati Reds",under,LOCK,5,1,0,WIN,67.16,2
2026-07-03,MLB,TOTAL,"Boston Red Sox @ Los Angeles Angels",under,PREMIUM,0,0,1,WIN,61.76,1
