date,sport,mkt,won,odds,units,profit,pMkt,pHat,edgeVsMkt,agsV12,conviction,top2MinusMean,edge,clvTop2,isRank,isSharp,hcMargin,topUnopp,topVsTop,deltaQ,isMLB,isSOC,hcTier,agsTier
2026-07-04,MLB,ml,1,-131,4,2.94,0.5671,0.5707,0.0036,0.3565,1.4717,0.8783,,69.11,1,0,2,0,0,6,1,0,RANK,WEAK
2026-07-04,MLB,ml,0,-149,5,-5,0.5984,0.5362,-0.0622,0.9886,1.42,0,9.3277,58.01,0,0,1,0,0,2,1,0,TOP+,ELITE
2026-07-04,SOC,ml,1,-500,6,1.14,0.8333,0.0507,-0.7826,0.9913,7.517,23.113,,63.02,0,0,2,1,0,7,0,1,SUPER,ELITE
2026-07-04,SOC,ml,1,-130,3,2.5,0.5652,0.7514,0.1862,0.2632,2.2118,6.9882,,80.62,0,1,8,1,0,18,0,1,SHARP,WEAK
2026-07-04,MLB,spread,1,-192,4,2.08,0.6575,0.5141,-0.1434,0.9842,1.6633,0.3067,,68.05,0,0,1,0,0,1,1,0,TOP,ELITE
2026-07-04,MLB,spread,0,-143,4,-4,0.5885,0.5003,-0.0881,0.9829,2.915,0,,53.5,0,0,1,0,0,2,1,0,TOP,PREMIUM
2026-07-04,MLB,total,1,-110,5,4.67,0.5238,0.4895,-0.0343,0.7165,1.265,0,10.2524,63.57,0,0,1,0,0,-1,1,0,TOP+,LEAN
2026-07-04,MLB,total,1,-110,4,3.64,0.5238,0.4986,-0.0252,0.9898,2.71,0,,66.03,0,0,1,0,0,0,1,0,TOP,ELITE
2026-07-04,MLB,total,1,-110,4,3.64,0.5238,0.5679,0.0441,0.9636,0.29,0.03,,68.05,1,0,0,0,0,1,1,0,RANK,PREMIUM
2026-07-04,MLB,total,0,-110,5,-5,0.5238,0.498,-0.0258,0.9831,1.5275,0.9575,,71.97,0,0,2,0,0,2,1,0,TOP+,PREMIUM
2026-07-04,MLB,total,0,-110,3,-3,0.5238,0.4399,-0.0839,0.1276,0.57,0,2.0659,61.1,0,1,0,0,0,0,1,0,SHARP,WEAK
2026-07-05,MLB,ml,1,-157,1,0.65,0.6109,0.5316,-0.0793,0.9333,0.5433,0.2167,,65.81,0,0,0,0,0,1,1,0,MINI-,LOCK
2026-07-05,MLB,ml,0,-131,4,-4,0.5671,0.5313,-0.0358,0.9837,1.21,0.39,,67.84,0,0,1,0,0,2,1,0,TOP,PREMIUM
2026-07-05,MLB,ml,0,-111,5,-5,0.5261,0.4898,-0.0363,0.8002,1.3667,0.4683,-4.4746,58.72,0,0,1,0,0,2,1,0,TOP+,LEAN
2026-07-05,MLB,ml,1,-142,4,2.82,0.5868,0.532,-0.0548,0.9777,1.34,0,,67.84,0,0,1,0,0,1,1,0,TOP,PREMIUM
2026-07-05,MLB,ml,0,103,2.5,-2.5,0.4926,0.5714,0.0788,0.9783,2.015,0,18.6869,82.96,0,1,0,1,0,0,1,0,SHARP-PRIME,PREMIUM
2026-07-05,SOC,ml,1,152,1.5,2.33,0.3968,0.3205,-0.0763,0.1202,2.9992,9.1708,10.1245,69.37,0,1,1,0,1,-3,0,1,SHARP,WEAK
2026-07-05,SOC,ml,0,-105,1,-1,0.5122,0.4025,-0.1097,0.6924,3.3315,10.9335,-3.4325,60.76,0,0,5,0,1,8,0,1,CONFIRMED,LEAN
2026-07-05,MLB,spread,1,-107,6,5.71,0.5169,0.5131,-0.0038,0.9886,2.6925,1.8225,,81.5,0,0,3,1,0,3,1,0,SUPER,ELITE
2026-07-05,MLB,total,0,-110,1,-1,0.5238,0.5205,-0.0033,0.9815,1.36,0,,66.13,0,0,0,0,0,0,1,0,MINI-,PREMIUM
2026-07-05,MLB,total,1,-110,3,2.73,0.5238,0.4889,-0.0349,0.9856,1.05,0,,46.92,0,0,0,0,0,1,1,0,MINI,ELITE
2026-07-05,MLB,total,0,-110,4,-4,0.5238,0.5185,-0.0053,0.9666,1.01,0.28,,67.59,0,0,1,0,0,1,1,0,TOP,PREMIUM
2026-07-05,MLB,total,1,-110,4,3.7,0.5238,0.5901,0.0663,0.9783,0.42,0,,81.18,0,1,0,1,0,2,1,0,SHARP-PRIME,PREMIUM
2026-07-06,MLB,ml,1,101,2.5,2.7,0.4975,0.4635,-0.034,0.9455,3.47,0,6.2114,66.41,0,0,1,0,0,-2,1,0,TOP,LOCK
2026-07-06,MLB,ml,0,115,2.5,-2.5,0.4651,0.5027,0.0376,0.9526,0.37,0,7.4651,58.8,0,1,0,0,0,2,1,0,SHARP-PRIME,LOCK
2026-07-06,MLB,ml,1,-108,4,3.39,0.5192,0.4075,-0.1118,0.5602,1.12,0,6.2975,62.73,0,1,-2,0,0,-4,1,0,SHARP-PRIME,WEAK
2026-07-06,MLB,ml,0,-199,3,-3,0.6656,0.5606,-0.1049,0.5558,1.027,1.303,9.7142,87.13,0,1,1,1,0,4,1,0,SHARP,WEAK
2026-07-06,SOC,ml,0,159,1.5,-1.5,0.3861,0.6312,0.2451,0.4241,2.4692,4.9358,,69.93,0,1,0,1,0,1,0,1,SHARP,WEAK
2026-07-06,SOC,ml,1,-106,3,2.94,0.5146,0.4767,-0.0379,0.4418,3.3824,8.2557,-3.4118,74.87,0,1,5,0,0,7,0,1,SHARP,WEAK
2026-07-06,MLB,total,1,-110,4,3.64,0.5238,0.5169,-0.0069,0.9956,2.61,0,,65.46,0,0,1,0,0,1,1,0,TOP,ELITE
2026-07-07,MLB,ml,0,131,2.5,-2.5,0.4329,0.4575,0.0246,0.9695,0.68,0,3.0229,58.94,0,1,0,0,0,0,1,0,SHARP,PREMIUM
2026-07-07,MLB,ml,0,-254,4,-4,0.7175,0.4785,-0.239,0.9404,1.125,0.575,7.4608,70.11,0,1,0,0,0,1,1,0,SHARP-PRIME,LOCK
2026-07-07,MLB,ml,1,-168,4,2.38,0.6269,0.5569,-0.0699,0.9785,0.185,0,-1.4934,56.87,1,0,0,0,0,2,1,0,RANK,PREMIUM
2026-07-07,MLB,ml,0,106,2.5,-2.5,0.4854,0.4213,-0.0642,0.7669,1.134,0.791,5.239,67.44,0,1,1,0,0,0,1,0,SHARP-PRIME,LEAN
2026-07-07,SOC,ml,1,-250,4,1.33,0.7143,0.7723,0.058,0.2859,2.24,2.94,11.4211,79.25,0,1,1,1,0,3,0,1,SHARP-PRIME,WEAK
2026-07-07,MLB,spread,0,-147,3,-3,0.5951,0.4792,-0.116,0.7368,0.185,0,,62.48,0,1,0,0,0,1,1,0,SHARP,LEAN
2026-07-07,MLB,spread,1,121,2.5,3.2,0.4525,0.4758,0.0233,0.9342,2.1533,0.7867,-13.6364,78.74,0,0,1,0,0,0,1,0,TOP+,LOCK
2026-07-07,MLB,total,1,-110,1,0.88,0.5238,0.5004,-0.0235,0.7045,1.18,0,9.5622,65.75,0,0,-1,0,0,-2,1,0,MINI-,LEAN
2026-07-07,MLB,total,0,-110,3,-3,0.5238,0.5661,0.0423,0.984,0.89,0.32,2.9965,65.62,0,0,0,0,0,3,1,0,MINI,PREMIUM
2026-07-07,MLB,total,0,-110,4,-4,0.5238,0.5134,-0.0104,0.9426,0.37,0,,73.33,0,1,0,0,0,1,1,0,SHARP-PRIME,LOCK
2026-07-08,MLB,ml,0,102,2.5,-2.5,0.495,0.5374,0.0424,0.8752,0.94,0,19.7852,53.76,0,0,1,1,0,0,1,0,TOP,LOCK
2026-07-08,MLB,ml,1,-248,5,1.96,0.7126,0.5136,-0.199,0.8897,3.73,0,-12.5,81.25,0,0,1,0,0,0,1,0,TOP+,LOCK
2026-07-08,MLB,ml,0,110,2.5,-2.5,0.4762,0.459,-0.0172,0.7004,1.2575,0.3775,-1.4076,65.6,0,0,1,0,0,-1,1,0,TOP,LEAN
2026-07-08,MLB,spread,1,-196,1.5,2.43,0.6622,0.4813,-0.1808,0.7222,0.3433,0.0917,,65.6,0,1,0,0,0,1,1,0,SHARP,LEAN
2026-07-08,MLB,spread,1,110,2.5,2.75,0.4762,0.5275,0.0513,0.8808,2.285,0,,56.4,0,0,1,1,0,1,1,0,TOP,LOCK
2026-07-08,MLB,spread,1,139,2.5,3.47,0.4184,0.4999,0.0815,0.0513,2.3,0,16.1727,65.63,0,1,1,1,0,1,1,0,SHARP,WEAK
2026-07-08,MLB,total,1,-110,4,3.51,0.5238,0.5531,0.0293,0.0792,1.77,1.68,26.7754,73.96,1,0,0,1,0,2,1,0,RANK,WEAK
2026-07-08,MLB,total,1,-104,4,3.85,0.5098,0.5036,-0.0062,0.9063,1.6167,0.5533,,65.6,1,0,0,0,0,0,1,0,RANK,LOCK
2026-07-09,MLB,ml,1,110,2.5,2.75,0.4762,0.5947,0.1185,0.9854,0.575,0,,71.26,0,0,0,1,0,1,1,0,MINI,ELITE
2026-07-09,MLB,ml,1,-132,1,0.76,0.569,0.5567,-0.0123,0.9873,1.49,0,,59.52,0,0,0,1,0,1,1,0,MINI-,ELITE
2026-07-09,SOC,ml,1,-170,6,3.53,0.6296,0.8626,0.233,0.9921,1.0978,1.3322,2.3148,66.48,0,0,2,0,1,6,0,1,SUPER,ELITE
2026-07-09,MLB,spread,1,139,2.5,3.5,0.4184,0.4822,0.0638,0.7945,0.2525,0.1225,,65.56,0,1,0,0,0,1,1,0,SHARP,LEAN
2026-07-09,MLB,spread,0,-105,4,-4,0.5122,0.5294,0.0172,0.8529,0.15,0,,60.99,1,0,0,0,0,0,1,0,RANK,LEAN
2026-07-09,MLB,total,0,-110,4,-4,0.5238,0.4329,-0.0909,0.9082,2.475,1.595,6.4598,65.56,0,0,3,1,0,0,1,0,TOP,LOCK
2026-07-09,MLB,total,1,-102,5,4.9,0.505,0.594,0.0891,0.8709,2.59,0,19.2308,72.41,0,0,1,1,0,1,1,0,TOP+,LEAN
2026-07-10,MLB,ml,1,107,2.5,2.68,0.4831,0.6003,0.1172,0.9899,1.3867,0.5433,,83.5,0,0,1,1,0,2,1,0,TOP,ELITE
2026-07-10,MLB,ml,1,-150,5,2.81,0.6,0.5242,-0.0758,0.8379,1.26,0.45,17.6775,66.76,0,0,1,1,0,-1,1,0,TOP+,LEAN
2026-07-10,MLB,ml,1,-118,6,5.08,0.5413,0.5727,0.0314,0.9937,1.414,0.621,2.1309,71.21,0,0,2,1,0,3,1,0,SUPER,ELITE
2026-07-10,MLB,ml,0,109,2.5,-2.5,0.4785,0.4928,0.0143,0.868,0.9,1.2,0.4692,69.63,0,0,1,0,0,2,1,0,TOP+,LEAN
2026-07-10,MLB,spread,1,-123,4,3.25,0.5516,0.5572,0.0056,0.9687,1.91,0,26.9048,59.09,0,0,1,1,0,0,1,0,TOP,PREMIUM
2026-07-10,MLB,spread,0,-140,5,-5,0.5833,0.5657,-0.0176,0.9839,1.105,0,,66.31,0,0,1,1,0,1,1,0,TOP+,PREMIUM
2026-07-10,MLB,total,1,-110,4,3.64,0.5238,0.5771,0.0533,0.9976,2.31,0,,73.53,0,0,1,1,0,1,1,0,TOP,ELITE
2026-07-10,MLB,total,0,-110,5,-5,0.5238,0.5354,0.0116,0.9378,1.3733,0.1967,-1.4371,67.19,0,0,1,0,0,2,1,0,TOP+,LOCK
2026-07-11,MLB,ml,0,-137,4,-4,0.5781,0.5347,-0.0434,0.6603,1.015,0,,67.09,1,0,0,0,0,0,1,0,RANK,LEAN
2026-07-11,MLB,ml,0,-117,3,-3,0.5392,0.5755,0.0363,0.962,0.795,0,,76.86,0,1,0,1,0,2,1,0,SHARP,PREMIUM
2026-07-11,MLB,ml,0,178,4,-4,0.3597,0.5898,0.2301,0.9286,2.1233,0.9667,,79.34,1,0,0,1,0,2,1,0,RANK,LOCK
2026-07-11,SOC,ml,0,-145,4,-4,0.5918,0.8047,0.2129,0.9863,1.684,3.146,21.6667,51.66,0,1,0,0,1,8,0,1,SHARP-PRIME,ELITE
2026-07-11,MLB,total,0,-108,3,-3,0.5192,0.4477,-0.0715,0.8214,0.445,0,,57.72,0,1,0,0,0,0,1,0,SHARP,LEAN
2026-07-12,MLB,ml,0,-128,3,-3,0.5614,0.5592,-0.0022,0.9934,1.27,0,,66.67,0,0,0,1,0,0,1,0,MINI,ELITE
2026-07-12,MLB,ml,1,-145,3,2.07,0.5918,0.5598,-0.0321,0.993,1.18,0,,66.67,0,0,0,1,0,0,1,0,MINI,ELITE
2026-07-12,MLB,ml,0,106,2.5,-2.5,0.4854,0.3248,-0.1607,0.792,,,,,0,0,-1,0,0,-2,1,0,TOP,LEAN
2026-07-12,MLB,spread,0,168,1,-1,0.3731,0.456,0.0828,0.7577,0.11,0,20.2667,66.67,0,0,0,1,0,-2,1,0,DISSENT,LEAN
2026-07-12,MLB,total,0,-110,4,-4,0.5238,0.5971,0.0733,0.9803,1.7675,0.6375,,66.95,0,0,1,1,0,3,1,0,TOP,PREMIUM
