team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
VGK,2025,VGK,VGK,Team Level,4on5,48,0.13,0.11,0.13,10781.0,22.97,2.81,1.26,3.57,0.77,7.08,14.52,2.73,2.81,2.73,23.0,7.0,6.0,36.0,1.0,3.0,1.0,1.0,0.0,4.0,21.0,22.0,29.0,1.0,2.0,82.0,34.0,16.0,17.0,17.0,7.0,6.0,0.49,0.92,1.41,0.0,0.0,1.0,36.0,30.0,30.0,14.0,0.29,0.63,0.63,2.47,2.47,2.46,147.99,18.43,12.77,32.59,4.76,85.61,44.84,17.69,18.43,17.69,136.0,63.0,84.0,283.0,19.0,17.0,1.0,28.0,0.0,74.0,61.0,117.0,180.0,14.0,28.0,97.0,8.0,10.0,33.0,137.0,38.0,24.0,3.91,4.38,10.14,3.0,2.0,14.0,283.0,199.0,199.0,3.0,3.37,3.64,3.48,18.32,18.32,17.78
VGK,2025,VGK,VGK,Team Level,5on4,48,0.93,0.9,0.88,12306.0,215.27,31.9,20.85,45.36,7.0,116.85,61.03,29.76,31.9,29.76,195.0,88.0,89.0,372.0,36.0,36.0,8.0,35.0,1.0,100.0,75.0,159.0,247.0,14.0,26.0,127.0,2.0,7.0,43.0,164.0,75.0,44.0,4.19,9.03,18.67,5.0,9.0,22.0,372.0,283.0,283.0,5.0,5.48,8.91,8.82,28.56,28.56,27.03,27.52,2.46,1.54,4.2,0.93,9.27,19.61,2.45,2.46,2.45,25.0,13.0,2.0,40.0,3.0,1.0,0.0,1.0,0.0,9.0,24.0,22.0,35.0,4.0,10.0,86.0,18.0,18.0,32.0,27.0,9.0,2.0,0.78,1.22,0.45,0.0,3.0,0.0,40.0,38.0,38.0,26.0,0.35,0.01,0.01,2.8,2.8,2.78
OTT,2025,OTT,OTT,Team Level,other,49,0.44,0.53,0.52,7457.0,106.67,19.75,8.26,21.36,3.56,55.43,33.63,17.41,19.75,17.41,83.0,59.0,48.0,190.0,13.0,6.0,0.0,19.0,0.0,56.0,48.0,70.0,129.0,9.0,16.0,111.0,32.0,12.0,21.0,75.0,45.0,22.0,2.91,5.66,11.18,4.0,4.0,5.0,190.0,142.0,142.0,5.0,2.41,1.66,1.66,20.5,20.5,18.32,95.48,24.78,6.69,16.77,3.38,47.03,31.35,22.09,24.78,22.09,79.0,51.0,41.0,171.0,18.0,11.0,2.0,20.0,1.0,56.0,24.0,61.0,112.0,3.0,6.0,79.0,15.0,9.0,22.0,61.0,33.0,36.0,2.49,4.14,18.15,4.0,5.0,9.0,171.0,130.0,130.0,10.0,2.01,1.98,1.98,24.82,24.82,22.07
OTT,2025,OTT,OTT,Team Level,all,49,0.53,0.53,0.54,178452.0,1567.74,151.62,110.79,377.19,51.42,836.68,590.3,142.89,152.31,143.56,1388.0,730.0,801.0,2919.0,160.0,158.0,18.0,282.0,4.0,756.0,758.0,1228.0,1958.0,192.0,425.0,1537.0,1162.0,235.0,690.0,1555.0,408.0,155.0,45.59,51.09,54.93,63.0,54.0,43.0,2926.44,2118.0,2124.74,325.0,25.01,33.9,34.25,142.37,142.92,138.42,1328.54,133.82,92.46,312.72,44.51,716.42,520.06,126.76,133.71,126.66,1234.0,586.0,731.0,2551.0,164.0,136.0,23.0,269.0,2.0,665.0,584.0,1070.0,1656.0,208.0,457.0,1253.0,1150.0,212.0,752.0,1336.0,348.0,136.0,38.96,43.07,51.8,56.0,67.0,41.0,2546.98,1820.0,1818.44,401.0,20.82,29.15,29.15,125.48,125.4,120.71
OTT,2025,OTT,OTT,Team Level,5on5,49,0.55,0.53,0.54,141568.0,1196.18,96.62,78.49,300.55,39.21,637.35,468.78,93.1,97.31,93.77,1050.0,571.0,632.0,2253.0,107.0,118.0,11.0,223.0,3.0,590.0,580.0,943.0,1514.0,170.0,383.0,1134.0,1092.0,192.0,589.0,1247.0,292.0,82.0,36.05,37.17,23.39,54.0,38.0,15.0,2260.44,1621.0,1627.74,290.0,16.33,23.19,23.54,89.41,89.97,88.44,1012.14,80.26,66.77,253.4,34.25,548.09,409.24,77.17,80.15,77.07,931.0,461.0,597.0,1989.0,105.0,106.0,15.0,207.0,1.0,510.0,463.0,826.0,1287.0,184.0,411.0,960.0,1096.0,162.0,650.0,1085.0,242.0,65.0,31.14,29.94,19.18,46.0,44.0,15.0,1984.98,1392.0,1390.44,358.0,13.85,20.46,20.76,73.34,73.26,72.05
OTT,2025,OTT,OTT,Team Level,4on5,49,0.15,0.11,0.13,13866.0,29.9,4.5,1.97,4.44,1.1,9.64,18.35,4.29,4.5,4.29,36.0,4.0,3.0,43.0,3.0,4.0,1.0,2.0,0.0,6.0,25.0,33.0,37.0,6.0,12.0,137.0,27.0,27.0,30.0,18.0,12.0,10.0,0.47,1.41,2.62,0.0,1.0,2.0,43.0,40.0,40.0,25.0,0.45,1.09,1.09,3.86,3.86,3.84,192.19,26.21,17.41,38.44,5.95,111.71,59.28,24.94,26.21,24.94,191.0,68.0,85.0,344.0,38.0,19.0,6.0,41.0,0.0,91.0,70.0,153.0,221.0,14.0,26.0,113.0,9.0,17.0,46.0,162.0,63.0,34.0,4.38,7.59,14.24,5.0,16.0,17.0,344.0,259.0,259.0,3.0,4.59,6.71,6.4,24.39,24.39,23.67
OTT,2025,OTT,OTT,Team Level,5on4,49,0.92,0.9,0.89,15561.0,234.99,30.75,22.06,50.84,7.55,134.26,69.54,28.09,30.75,28.09,219.0,96.0,118.0,433.0,37.0,30.0,6.0,38.0,1.0,104.0,105.0,182.0,278.0,7.0,14.0,155.0,11.0,4.0,50.0,215.0,59.0,41.0,6.16,6.85,17.74,5.0,11.0,21.0,433.0,315.0,315.0,5.0,5.82,7.96,7.96,28.6,28.6,27.82,28.72,2.57,1.6,4.11,0.93,9.6,20.19,2.56,2.57,2.56,33.0,6.0,8.0,47.0,3.0,0.0,0.0,1.0,0.0,8.0,27.0,30.0,36.0,7.0,14.0,101.0,30.0,24.0,34.0,28.0,10.0,1.0,0.95,1.4,0.22,1.0,2.0,0.0,47.0,39.0,39.0,30.0,0.36,0.0,0.0,2.93,2.93,2.92
DET,2025,DET,DET,Team Level,other,51,0.51,0.45,0.47,6971.0,92.29,22.22,6.46,17.12,3.13,46.17,30.89,20.02,22.22,20.02,85.0,41.0,35.0,161.0,27.0,12.0,0.0,7.0,0.0,44.0,36.0,58.0,99.0,3.0,6.0,77.0,10.0,13.0,19.0,55.0,36.0,35.0,2.22,4.56,15.44,3.0,6.0,18.0,161.0,126.0,126.0,7.0,2.01,3.67,3.67,20.56,20.56,19.13,105.29,21.59,7.3,21.0,4.02,54.64,35.44,20.95,21.59,20.95,92.0,52.0,53.0,197.0,21.0,9.0,1.0,15.0,1.0,47.0,51.0,71.0,123.0,3.0,6.0,79.0,17.0,10.0,25.0,74.0,40.0,30.0,2.82,4.98,13.79,1.0,7.0,13.0,197.0,144.0,144.0,8.0,2.06,2.29,2.29,21.37,21.37,20.86
DET,2025,DET,DET,Team Level,all,51,0.51,0.49,0.5,186096.0,1639.77,163.43,113.75,394.5,55.45,876.52,624.34,152.93,163.85,153.33,1448.0,780.0,794.0,3022.0,157.0,182.0,18.0,275.0,5.0,778.0,831.0,1291.0,2071.0,164.0,341.0,1482.0,888.0,214.0,812.0,1611.0,434.0,183.0,46.08,53.43,63.91,48.0,61.0,48.0,3020.31,2228.0,2225.54,371.0,25.86,38.42,38.43,150.85,151.1,145.8,1619.17,156.27,110.92,386.92,54.11,869.88,632.9,150.27,156.93,150.9,1429.0,782.0,931.0,3142.0,152.0,143.0,18.0,332.0,2.0,796.0,786.0,1277.0,2059.0,182.0,383.0,1457.0,1075.0,216.0,718.0,1626.0,424.0,161.0,49.92,51.59,54.76,50.0,51.0,51.0,3138.4,2211.0,2210.51,341.0,24.63,31.04,31.1,149.81,150.24,146.85
DET,2025,DET,DET,Team Level,5on5,51,0.49,0.49,0.5,151502.0,1255.79,100.63,81.2,318.07,42.73,672.74,499.64,97.09,101.04,97.49,1114.0,601.0,649.0,2364.0,91.0,129.0,10.0,228.0,4.0,591.0,672.0,1023.0,1624.0,143.0,303.0,1175.0,848.0,182.0,722.0,1311.0,311.0,93.0,37.68,38.36,24.58,40.0,41.0,10.0,2362.31,1715.0,1712.54,336.0,16.88,23.78,23.79,93.72,93.96,92.55,1265.21,105.75,83.29,315.26,41.96,675.77,502.97,101.57,106.4,102.2,1119.0,606.0,758.0,2483.0,101.0,117.0,13.0,279.0,1.0,627.0,600.0,1018.0,1624.0,162.0,343.0,1142.0,1017.0,174.0,641.0,1315.0,310.0,100.0,40.45,38.2,27.1,45.0,37.0,19.0,2479.4,1725.0,1724.51,307.0,17.37,23.94,23.99,99.12,99.55,97.82
DET,2025,DET,DET,Team Level,4on5,51,0.1,0.08,0.1,12530.0,24.71,2.82,1.26,3.68,0.76,7.3,16.18,2.7,2.82,2.7,27.0,5.0,4.0,36.0,1.0,1.0,0.0,1.0,0.0,8.0,21.0,26.0,31.0,5.0,10.0,101.0,21.0,12.0,26.0,20.0,7.0,5.0,0.63,0.74,1.45,0.0,1.0,0.0,36.0,32.0,32.0,25.0,0.29,0.32,0.32,2.79,2.79,2.79,208.45,25.19,18.0,44.03,6.7,125.95,67.15,24.07,25.19,24.07,170.0,117.0,115.0,402.0,26.0,16.0,4.0,36.0,0.0,112.0,97.0,144.0,261.0,13.0,26.0,116.0,3.0,9.0,24.0,201.0,58.0,28.0,5.62,6.51,13.05,2.0,5.0,19.0,402.0,287.0,287.0,1.0,4.66,4.53,4.53,25.32,25.32,24.24
DET,2025,DET,DET,Team Level,5on4,51,0.91,0.88,0.87,15093.0,266.98,37.75,24.83,55.64,8.84,150.3,77.63,33.11,37.75,33.11,222.0,133.0,106.0,461.0,38.0,40.0,8.0,39.0,1.0,135.0,102.0,184.0,317.0,13.0,22.0,129.0,9.0,7.0,45.0,225.0,80.0,50.0,5.54,9.78,22.43,5.0,13.0,20.0,461.0,355.0,355.0,3.0,6.68,10.64,10.64,33.78,33.78,31.33,40.23,3.75,2.33,6.63,1.41,13.51,27.35,3.68,3.75,3.68,48.0,7.0,5.0,60.0,4.0,1.0,0.0,2.0,0.0,10.0,38.0,44.0,51.0,4.0,8.0,120.0,38.0,23.0,28.0,36.0,16.0,3.0,1.03,1.89,0.83,2.0,2.0,0.0,60.0,55.0,55.0,25.0,0.54,0.29,0.29,4.0,4.0,3.93
BUF,2025,BUF,BUF,Team Level,other,49,0.47,0.44,0.43,7198.0,86.13,25.4,5.6,15.2,2.76,41.17,25.88,23.57,25.4,23.57,67.0,49.0,50.0,166.0,19.0,9.0,1.0,6.0,0.0,49.0,33.0,48.0,97.0,4.0,11.0,71.0,22.0,11.0,24.0,54.0,29.0,33.0,2.15,3.68,19.57,1.0,3.0,15.0,166.0,116.0,116.0,5.0,1.65,3.01,3.01,24.03,24.03,23.42,115.69,28.45,8.43,20.89,4.09,58.74,34.39,25.71,28.45,25.71,110.0,45.0,53.0,208.0,28.0,17.0,2.0,21.0,0.0,56.0,33.0,82.0,127.0,2.0,7.0,91.0,15.0,11.0,11.0,73.0,38.0,44.0,3.16,4.8,20.49,1.0,8.0,19.0,208.0,155.0,155.0,5.0,2.51,5.34,5.34,25.62,25.62,23.77
BUF,2025,BUF,BUF,Team Level,all,49,0.5,0.48,0.48,177970.0,1530.38,153.01,106.9,369.85,50.87,820.72,580.66,145.81,152.98,145.8,1361.0,721.0,698.0,2780.0,160.0,152.0,15.0,273.0,3.0,769.0,725.0,1201.0,1922.0,167.0,368.0,1261.0,933.0,250.0,782.0,1533.0,394.0,155.0,45.51,47.6,59.9,57.0,64.0,39.0,2780.38,2082.0,2079.49,362.0,23.85,31.96,32.0,144.86,145.11,141.13,1638.78,155.73,113.7,401.35,55.37,870.31,628.55,147.55,156.04,147.88,1454.0,771.0,818.0,3043.0,153.0,184.0,22.0,333.0,2.0,805.0,748.0,1301.0,2072.0,181.0,389.0,1547.0,1076.0,212.0,707.0,1670.0,390.0,165.0,48.03,48.61,59.1,50.0,58.0,45.0,3040.22,2225.0,2229.36,353.0,25.82,37.7,37.7,143.84,144.12,139.45
BUF,2025,BUF,BUF,Team Level,5on5,49,0.5,0.48,0.49,144375.0,1193.64,99.87,78.61,303.77,39.97,638.89,466.89,96.28,99.84,96.28,1072.0,556.0,576.0,2204.0,109.0,122.0,11.0,216.0,3.0,594.0,584.0,963.0,1519.0,151.0,333.0,995.0,858.0,214.0,688.0,1233.0,304.0,91.0,36.67,36.84,26.36,50.0,46.0,13.0,2204.38,1628.0,1625.49,334.0,16.38,25.59,25.63,90.62,90.87,89.18,1260.01,99.94,80.99,321.3,42.13,666.98,502.67,96.48,100.25,96.8,1102.0,612.0,651.0,2365.0,104.0,131.0,16.0,260.0,2.0,621.0,596.0,998.0,1610.0,164.0,352.0,1155.0,1029.0,176.0,647.0,1332.0,296.0,86.0,38.63,36.99,24.32,45.0,45.0,14.0,2362.22,1714.0,1718.36,328.0,16.89,24.69,24.69,92.14,92.41,90.8
BUF,2025,BUF,BUF,Team Level,4on5,49,0.1,0.08,0.1,12655.0,24.98,2.86,1.43,3.61,0.83,8.31,16.96,2.81,2.86,2.81,26.0,8.0,4.0,38.0,5.0,1.0,0.0,2.0,0.0,7.0,19.0,21.0,29.0,5.0,10.0,92.0,47.0,18.0,25.0,24.0,6.0,4.0,0.88,0.85,1.12,2.0,3.0,0.0,38.0,34.0,34.0,21.0,0.33,0.41,0.41,2.77,2.77,2.75,233.8,24.77,22.44,54.44,8.11,133.67,70.58,22.87,24.77,22.87,208.0,106.0,105.0,419.0,19.0,34.0,4.0,49.0,0.0,118.0,94.0,189.0,295.0,9.0,18.0,150.0,7.0,9.0,30.0,236.0,46.0,32.0,5.63,5.66,13.48,4.0,4.0,11.0,419.0,314.0,314.0,3.0,6.0,7.58,7.58,23.19,23.19,22.08
BUF,2025,BUF,BUF,Team Level,5on4,49,0.91,0.88,0.88,13742.0,225.64,24.88,21.26,47.27,7.31,132.35,70.94,23.14,24.88,23.14,196.0,108.0,68.0,372.0,27.0,20.0,3.0,49.0,0.0,119.0,89.0,169.0,277.0,7.0,14.0,103.0,6.0,7.0,45.0,222.0,55.0,27.0,5.81,6.22,12.85,4.0,12.0,11.0,372.0,304.0,304.0,2.0,5.5,2.95,2.95,27.43,27.43,25.79,29.27,2.57,1.84,4.72,1.05,10.92,20.91,2.49,2.57,2.49,34.0,8.0,9.0,51.0,2.0,2.0,0.0,3.0,0.0,10.0,25.0,32.0,40.0,6.0,12.0,151.0,25.0,16.0,19.0,29.0,10.0,3.0,0.61,1.16,0.8,0.0,1.0,1.0,51.0,42.0,42.0,17.0,0.41,0.09,0.09,2.89,2.89,2.8
DAL,2025,DAL,DAL,Team Level,other,50,0.6,0.54,0.52,6406.0,98.79,26.71,6.98,17.06,3.46,49.49,29.31,25.47,26.71,25.47,91.0,42.0,67.0,200.0,21.0,9.0,2.0,13.0,2.0,51.0,37.0,70.0,112.0,3.0,6.0,87.0,13.0,14.0,23.0,61.0,35.0,37.0,2.49,4.4,19.82,4.0,5.0,12.0,200.0,133.0,133.0,9.0,2.16,2.58,2.58,26.29,26.29,25.61,90.08,17.47,6.27,16.48,3.02,49.75,31.03,15.77,17.47,15.77,88.0,36.0,49.0,173.0,19.0,9.0,3.0,13.0,0.0,46.0,37.0,69.0,105.0,3.0,6.0,69.0,22.0,11.0,22.0,71.0,32.0,21.0,2.91,3.9,10.67,2.0,7.0,10.0,173.0,124.0,124.0,7.0,1.77,2.21,2.21,17.02,17.02,15.34
DAL,2025,DAL,DAL,Team Level,all,50,0.51,0.46,0.46,182618.0,1358.56,158.45,95.32,316.52,45.63,704.7,502.37,150.8,159.86,152.14,1272.0,551.0,694.0,2517.0,166.0,163.0,29.0,235.0,5.0,627.0,627.0,1106.0,1657.0,174.0,383.0,1405.0,918.0,235.0,738.0,1239.0,405.0,179.0,39.4,50.04,69.0,60.0,54.0,52.0,2553.28,1823.0,1844.46,355.0,21.72,37.51,37.51,142.65,143.78,141.17,1542.55,153.37,106.15,376.24,52.89,822.48,589.87,143.17,152.62,142.45,1382.0,719.0,820.0,2921.0,138.0,196.0,23.0,259.0,2.0,730.0,776.0,1244.0,1963.0,164.0,355.0,1301.0,1228.0,251.0,811.0,1541.0,388.0,172.0,47.67,47.38,58.32,50.0,45.0,43.0,2902.72,2101.0,2092.88,359.0,23.69,39.15,39.15,137.92,137.42,132.35
DAL,2025,DAL,DAL,Team Level,5on5,50,0.49,0.46,0.46,148363.0,1018.54,93.94,68.0,253.7,33.86,533.93,392.57,90.1,95.34,91.44,949.0,427.0,556.0,1932.0,104.0,113.0,15.0,189.0,1.0,487.0,482.0,845.0,1272.0,154.0,343.0,1088.0,877.0,197.0,653.0,987.0,302.0,87.0,31.94,37.17,24.83,50.0,40.0,14.0,1968.28,1376.0,1397.46,325.0,14.19,23.46,23.46,84.67,85.79,84.52,1186.01,99.36,75.92,303.64,40.73,631.72,468.63,95.98,98.61,95.27,1048.0,572.0,671.0,2291.0,86.0,142.0,15.0,204.0,2.0,571.0,615.0,962.0,1534.0,149.0,325.0,990.0,1165.0,208.0,717.0,1246.0,278.0,96.0,38.33,33.75,27.28,43.0,27.0,16.0,2272.72,1620.0,1611.88,333.0,15.77,26.58,26.88,88.25,87.76,86.51
DAL,2025,DAL,DAL,Team Level,4on5,50,0.09,0.11,0.13,15246.0,34.45,3.39,1.45,5.05,1.01,10.21,22.88,3.39,3.39,3.39,36.0,8.0,4.0,48.0,3.0,1.0,1.0,1.0,0.0,7.0,32.0,33.0,41.0,8.0,16.0,111.0,24.0,18.0,28.0,32.0,7.0,5.0,0.74,0.95,1.7,1.0,1.0,1.0,48.0,44.0,44.0,21.0,0.35,0.3,0.3,3.43,3.43,3.43,229.84,32.87,21.92,50.26,7.8,128.18,64.97,27.8,32.87,27.8,200.0,106.0,93.0,399.0,29.0,43.0,4.0,37.0,0.0,107.0,90.0,171.0,277.0,7.0,14.0,139.0,14.0,11.0,58.0,189.0,65.0,52.0,5.38,8.06,19.42,4.0,9.0,16.0,399.0,306.0,306.0,10.0,5.69,9.78,9.49,29.07,29.07,26.98
DAL,2025,DAL,DAL,Team Level,5on4,50,0.9,0.85,0.84,12603.0,206.78,34.42,18.89,40.71,7.29,111.07,57.61,31.85,34.42,31.85,196.0,74.0,67.0,337.0,38.0,40.0,11.0,32.0,2.0,82.0,76.0,158.0,232.0,9.0,18.0,119.0,4.0,6.0,34.0,159.0,61.0,50.0,4.24,7.53,22.65,5.0,8.0,25.0,337.0,270.0,270.0,0.0,5.02,11.16,11.16,28.27,28.27,27.61,36.63,3.68,2.04,5.87,1.33,12.84,25.23,3.62,3.68,3.62,46.0,5.0,7.0,58.0,4.0,2.0,1.0,5.0,0.0,6.0,34.0,42.0,47.0,5.0,10.0,103.0,27.0,21.0,14.0,35.0,13.0,3.0,1.05,1.69,0.94,1.0,2.0,1.0,58.0,51.0,51.0,9.0,0.46,0.57,0.57,3.58,3.58,3.51
PIT,2025,PIT,PIT,Team Level,other,49,0.52,0.51,0.49,5639.0,93.05,20.86,6.66,15.83,3.0,46.38,33.28,19.41,20.86,19.41,94.0,32.0,49.0,175.0,24.0,9.0,1.0,7.0,0.0,48.0,38.0,70.0,102.0,4.0,8.0,67.0,17.0,11.0,25.0,62.0,36.0,28.0,2.64,4.66,13.56,5.0,6.0,13.0,175.0,126.0,126.0,10.0,1.82,3.04,3.04,19.63,19.63,19.21,96.93,19.59,6.71,16.22,3.22,52.8,33.46,17.89,19.59,17.89,85.0,47.0,37.0,169.0,18.0,7.0,1.0,10.0,1.0,52.0,44.0,67.0,114.0,3.0,6.0,50.0,10.0,8.0,19.0,70.0,38.0,24.0,2.96,4.94,11.7,5.0,5.0,8.0,169.0,132.0,132.0,5.0,1.98,2.27,2.27,19.3,19.3,18.15
PIT,2025,PIT,PIT,Team Level,all,49,0.52,0.5,0.51,179572.0,1576.27,159.19,114.59,373.78,53.76,844.74,612.94,150.16,160.43,151.36,1417.0,742.0,789.0,2948.0,159.0,184.0,16.0,277.0,6.0,759.0,774.0,1258.0,2000.0,155.0,333.0,1329.0,841.0,237.0,792.0,1573.0,404.0,182.0,49.23,49.8,60.17,68.0,42.0,49.0,2977.53,2159.0,2181.36,352.0,25.46,37.88,38.23,146.43,147.6,143.2,1531.89,147.51,108.79,361.48,51.6,832.26,596.36,138.47,147.36,138.35,1344.0,754.0,816.0,2914.0,141.0,151.0,12.0,286.0,4.0,759.0,757.0,1203.0,1957.0,148.0,319.0,1300.0,1037.0,223.0,802.0,1547.0,394.0,157.0,46.51,48.3,52.71,64.0,48.0,29.0,2897.14,2098.0,2089.09,370.0,24.34,31.74,31.79,140.05,140.13,135.24
PIT,2025,PIT,PIT,Team Level,5on5,49,0.51,0.51,0.51,147486.0,1241.55,105.4,85.82,307.07,42.16,669.32,493.24,100.98,106.63,102.18,1097.0,606.0,664.0,2367.0,99.0,126.0,9.0,232.0,6.0,610.0,630.0,998.0,1604.0,145.0,315.0,1008.0,767.0,202.0,686.0,1299.0,296.0,108.0,39.49,36.68,29.23,55.0,26.0,18.0,2396.53,1703.0,1725.36,313.0,17.93,24.63,24.97,98.35,99.53,97.31,1189.97,103.04,80.49,296.05,40.1,638.92,470.39,98.33,102.89,98.21,1048.0,581.0,677.0,2306.0,99.0,128.0,10.0,231.0,3.0,571.0,597.0,949.0,1530.0,133.0,289.0,1033.0,988.0,192.0,715.0,1226.0,300.0,103.0,37.34,36.87,28.82,55.0,36.0,8.0,2289.14,1629.0,1620.09,343.0,16.79,26.14,26.19,93.64,93.72,92.01
PIT,2025,PIT,PIT,Team Level,4on5,49,0.12,0.12,0.15,13907.0,36.54,2.72,1.69,5.64,1.26,12.07,26.63,2.67,2.72,2.67,34.0,16.0,3.0,53.0,2.0,5.0,1.0,2.0,0.0,5.0,36.0,32.0,48.0,4.0,8.0,115.0,48.0,14.0,31.0,40.0,8.0,2.0,1.2,0.99,0.53,1.0,1.0,0.0,53.0,50.0,50.0,28.0,0.4,0.51,0.51,2.61,2.61,2.58,202.35,20.56,19.38,42.98,6.97,127.19,62.91,18.0,20.56,18.0,166.0,114.0,98.0,378.0,21.0,13.0,1.0,40.0,0.0,123.0,83.0,145.0,259.0,10.0,20.0,131.0,14.0,11.0,44.0,212.0,43.0,25.0,4.83,5.0,10.73,3.0,5.0,13.0,378.0,280.0,280.0,3.0,5.06,2.82,2.82,22.81,22.81,20.82
PIT,2025,PIT,PIT,Team Level,5on4,49,0.87,0.85,0.83,12540.0,205.14,30.22,20.43,45.25,7.34,116.98,59.79,27.1,30.22,27.1,192.0,88.0,73.0,353.0,34.0,44.0,5.0,36.0,0.0,96.0,70.0,158.0,246.0,2.0,2.0,139.0,9.0,10.0,50.0,172.0,64.0,44.0,5.9,7.47,16.85,7.0,9.0,18.0,353.0,280.0,280.0,1.0,5.31,9.71,9.71,25.83,25.83,24.1,42.63,4.32,2.21,6.22,1.31,13.35,29.6,4.24,4.32,4.24,45.0,12.0,4.0,61.0,3.0,3.0,0.0,5.0,0.0,13.0,33.0,42.0,54.0,2.0,4.0,86.0,25.0,12.0,24.0,39.0,13.0,5.0,1.38,1.48,1.46,1.0,2.0,0.0,61.0,57.0,57.0,19.0,0.5,0.52,0.52,4.3,4.3,4.26
MTL,2025,MTL,MTL,Team Level,other,50,0.51,0.5,0.52,8237.0,135.95,27.2,8.88,26.09,4.62,70.48,47.73,25.21,27.2,25.21,113.0,72.0,49.0,234.0,26.0,13.0,3.0,14.0,1.0,73.0,58.0,87.0,159.0,7.0,14.0,100.0,12.0,14.0,17.0,103.0,50.0,32.0,4.35,6.42,16.43,6.0,8.0,12.0,234.0,185.0,185.0,6.0,2.61,4.69,4.69,25.13,25.13,23.47,124.19,25.68,8.62,22.5,4.38,66.02,40.79,23.61,25.68,23.61,119.0,49.0,65.0,233.0,23.0,15.0,3.0,15.0,0.0,62.0,53.0,96.0,145.0,3.0,4.0,108.0,22.0,9.0,24.0,79.0,53.0,36.0,3.31,6.07,16.3,4.0,6.0,13.0,233.0,168.0,168.0,9.0,2.5,4.8,4.8,23.38,23.38,21.74
MTL,2025,MTL,MTL,Team Level,all,50,0.49,0.48,0.5,183493.0,1492.56,154.61,99.58,349.6,50.85,798.46,588.9,146.9,155.2,147.44,1306.0,736.0,749.0,2791.0,170.0,147.0,19.0,281.0,5.0,706.0,733.0,1136.0,1872.0,211.0,465.0,1365.0,1086.0,221.0,678.0,1473.0,418.0,151.0,47.03,50.02,57.55,62.0,64.0,44.0,2798.9,2042.0,2047.07,330.0,22.36,31.41,31.78,145.19,145.68,141.26,1532.53,157.84,104.88,366.23,51.68,809.57,574.79,149.28,158.36,149.75,1358.0,707.0,900.0,2965.0,163.0,178.0,17.0,270.0,3.0,740.0,711.0,1195.0,1902.0,189.0,425.0,1368.0,1063.0,221.0,761.0,1442.0,448.0,175.0,42.91,53.95,60.99,53.0,66.0,44.0,2969.1,2065.0,2067.36,338.0,23.64,34.79,34.83,146.65,147.09,141.56
