team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
PIT,2025,PIT,PIT,Team Level,5on4,26,0.9,0.86,0.84,6039.0,100.85,19.15,9.47,22.0,3.3,52.45,26.63,16.87,19.15,16.87,92.0,41.0,36.0,169.0,21.0,24.0,3.0,13.0,0.0,40.0,35.0,71.0,112.0,2.0,2.0,71.0,6.0,4.0,26.0,75.0,26.0,32.0,2.57,3.19,13.39,3.0,5.0,13.0,169.0,133.0,133.0,2.0,2.53,6.79,6.79,14.89,14.89,13.81,19.27,2.19,0.92,2.76,0.56,5.55,13.02,2.13,2.19,2.13,21.0,4.0,3.0,28.0,2.0,2.0,0.0,3.0,0.0,8.0,10.0,19.0,23.0,0.0,0.0,41.0,12.0,5.0,10.0,14.0,8.0,3.0,0.54,0.82,0.83,0.0,2.0,0.0,28.0,25.0,25.0,8.0,0.21,0.49,0.49,1.9,1.9,1.88
MTL,2025,MTL,MTL,Team Level,other,26,0.48,0.51,0.54,4303.0,64.77,12.01,4.19,13.19,2.29,32.2,24.12,10.8,12.01,10.8,56.0,32.0,24.0,112.0,12.0,7.0,1.0,7.0,0.0,36.0,26.0,44.0,76.0,3.0,6.0,56.0,8.0,12.0,8.0,42.0,32.0,14.0,1.83,4.36,5.82,2.0,5.0,5.0,112.0,88.0,88.0,3.0,1.17,1.41,1.41,11.76,11.76,10.74,56.11,12.85,3.63,10.23,1.89,28.85,18.55,12.23,12.85,12.23,57.0,19.0,30.0,106.0,14.0,8.0,2.0,5.0,0.0,25.0,24.0,43.0,62.0,1.0,0.0,47.0,8.0,6.0,14.0,31.0,27.0,18.0,1.22,3.08,8.55,2.0,3.0,9.0,106.0,76.0,76.0,5.0,1.04,2.34,2.34,11.55,11.55,11.26
MTL,2025,MTL,MTL,Team Level,all,26,0.48,0.47,0.48,95299.0,737.73,82.28,48.34,171.12,24.99,387.01,290.24,77.33,82.27,77.31,647.0,357.0,378.0,1382.0,86.0,80.0,11.0,136.0,2.0,337.0,363.0,561.0,918.0,114.0,258.0,708.0,567.0,116.0,360.0,680.0,237.0,87.0,21.85,29.15,31.28,25.0,34.0,27.0,1379.32,1004.0,1002.72,182.0,10.75,16.84,17.21,75.82,75.82,73.0,812.5,89.28,54.19,193.89,27.01,430.55,304.09,84.41,90.09,85.2,721.0,378.0,472.0,1571.0,92.0,92.0,7.0,147.0,1.0,394.0,373.0,629.0,1007.0,104.0,236.0,696.0,545.0,108.0,393.0,746.0,251.0,102.0,21.23,31.55,36.5,27.0,40.0,25.0,1583.55,1099.0,1106.01,171.0,12.15,17.97,17.97,83.46,84.31,80.9
MTL,2025,MTL,MTL,Team Level,5on5,26,0.48,0.47,0.48,76660.0,558.9,51.42,35.56,136.18,19.01,298.66,226.18,49.54,51.4,49.52,489.0,278.0,319.0,1086.0,53.0,58.0,6.0,113.0,2.0,256.0,285.0,436.0,714.0,103.0,236.0,532.0,545.0,90.0,314.0,553.0,163.0,51.0,17.55,19.94,13.92,21.0,22.0,10.0,1083.32,767.0,765.72,165.0,7.37,11.46,11.46,47.32,47.33,46.45,619.05,56.04,38.95,156.36,20.68,326.04,240.93,53.82,56.86,54.61,543.0,296.0,380.0,1219.0,61.0,69.0,4.0,118.0,0.0,299.0,292.0,482.0,778.0,91.0,212.0,523.0,517.0,95.0,342.0,605.0,178.0,56.0,17.55,22.83,15.66,24.0,30.0,7.0,1231.55,839.0,846.01,152.0,8.07,12.45,12.67,51.45,52.3,51.04
MTL,2025,MTL,MTL,Team Level,4on5,26,0.09,0.11,0.13,7941.0,19.76,1.88,0.85,2.99,0.6,6.12,13.55,1.86,1.88,1.86,20.0,6.0,3.0,29.0,2.0,2.0,0.0,1.0,0.0,1.0,20.0,18.0,24.0,4.0,8.0,74.0,11.0,11.0,16.0,18.0,6.0,2.0,0.62,0.73,0.53,1.0,1.0,0.0,29.0,26.0,26.0,13.0,0.19,0.2,0.2,1.87,1.87,1.86,127.74,19.88,11.28,25.96,4.17,72.74,36.97,17.85,19.88,17.85,113.0,58.0,61.0,232.0,17.0,15.0,1.0,23.0,1.0,68.0,47.0,96.0,154.0,6.0,12.0,60.0,6.0,4.0,24.0,99.0,44.0,28.0,2.22,5.37,12.29,1.0,7.0,9.0,232.0,171.0,171.0,2.0,2.96,3.18,2.96,19.88,19.88,18.02
MTL,2025,MTL,MTL,Team Level,5on4,26,0.97,0.92,0.9,6395.0,94.31,16.98,7.74,18.76,3.1,50.04,26.39,15.13,16.98,15.13,82.0,41.0,32.0,155.0,19.0,13.0,4.0,15.0,0.0,44.0,32.0,63.0,104.0,4.0,8.0,46.0,3.0,3.0,22.0,67.0,36.0,20.0,1.86,4.11,11.01,1.0,6.0,12.0,155.0,123.0,123.0,1.0,2.03,3.77,4.14,14.86,14.86,13.94,9.59,0.51,0.33,1.35,0.27,2.91,7.64,0.5,0.51,0.5,8.0,5.0,1.0,14.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,8.0,13.0,6.0,12.0,66.0,14.0,3.0,13.0,11.0,2.0,0.0,0.24,0.26,0.0,0.0,0.0,0.0,14.0,13.0,13.0,12.0,0.08,0.0,0.0,0.59,0.59,0.58
ANA,2025,ANA,ANA,Team Level,other,27,0.53,0.6,0.6,3824.0,71.17,13.61,5.08,14.46,2.43,36.71,22.71,13.09,13.61,13.09,61.0,34.0,27.0,122.0,16.0,8.0,2.0,6.0,0.0,38.0,27.0,45.0,79.0,1.0,2.0,42.0,7.0,14.0,9.0,54.0,24.0,17.0,2.11,3.07,8.42,1.0,5.0,10.0,122.0,95.0,95.0,6.0,1.5,2.38,2.38,12.72,12.72,12.4,45.68,12.03,3.18,7.7,1.48,23.08,15.53,11.46,12.03,11.46,40.0,23.0,17.0,80.0,10.0,5.0,0.0,4.0,0.0,21.0,23.0,30.0,53.0,4.0,8.0,50.0,8.0,12.0,17.0,21.0,26.0,16.0,1.04,3.11,7.88,2.0,3.0,5.0,80.0,63.0,63.0,6.0,0.93,1.41,1.26,11.69,11.69,11.29
ANA,2025,ANA,ANA,Team Level,all,27,0.49,0.52,0.51,98639.0,925.98,93.56,63.13,223.39,31.67,496.62,359.64,89.93,93.59,90.01,812.0,456.0,492.0,1760.0,94.0,99.0,15.0,176.0,0.0,469.0,430.0,718.0,1174.0,107.0,248.0,727.0,559.0,131.0,408.0,909.0,257.0,102.0,26.29,33.24,34.02,26.0,40.0,28.0,1762.82,1268.0,1267.79,193.0,14.13,21.38,21.38,86.31,86.46,84.71,885.12,97.9,61.04,208.27,28.93,469.1,333.75,92.77,98.4,93.25,792.0,407.0,433.0,1632.0,91.0,87.0,10.0,159.0,4.0,433.0,425.0,701.0,1108.0,112.0,251.0,839.0,542.0,121.0,472.0,800.0,292.0,107.0,24.62,36.25,37.04,25.0,40.0,26.0,1637.74,1199.0,1205.24,228.0,13.61,18.1,18.1,93.41,93.81,91.13
ANA,2025,ANA,ANA,Team Level,5on5,27,0.48,0.51,0.5,78107.0,701.03,62.15,45.28,176.79,23.88,377.81,279.08,59.77,62.19,59.85,606.0,359.0,395.0,1360.0,60.0,72.0,10.0,144.0,0.0,356.0,333.0,546.0,905.0,95.0,221.0,563.0,529.0,105.0,355.0,716.0,184.0,65.0,20.49,23.67,17.99,25.0,24.0,11.0,1362.82,965.0,964.79,166.0,9.41,14.2,14.2,57.36,57.51,56.46,701.55,66.17,45.72,173.4,22.87,368.55,270.28,62.43,66.67,62.9,629.0,318.0,357.0,1304.0,59.0,71.0,10.0,135.0,4.0,347.0,331.0,570.0,888.0,98.0,223.0,617.0,516.0,92.0,394.0,661.0,222.0,64.0,20.3,27.58,18.29,20.0,30.0,9.0,1309.74,947.0,953.24,201.0,9.54,14.23,14.23,61.49,61.88,60.14
ANA,2025,ANA,ANA,Team Level,4on5,27,0.16,0.17,0.19,8378.0,30.03,3.45,1.55,4.79,1.0,9.38,19.83,3.38,3.45,3.38,35.0,5.0,6.0,46.0,3.0,2.0,0.0,4.0,0.0,11.0,20.0,32.0,37.0,3.0,6.0,45.0,21.0,8.0,21.0,23.0,12.0,5.0,0.61,1.48,1.37,0.0,3.0,0.0,46.0,40.0,40.0,16.0,0.35,0.54,0.54,3.27,3.27,3.25,123.93,17.99,11.43,25.22,4.14,73.27,38.96,17.28,17.99,17.28,109.0,62.0,58.0,229.0,22.0,10.0,0.0,19.0,0.0,61.0,59.0,87.0,149.0,8.0,16.0,106.0,4.0,8.0,42.0,107.0,40.0,24.0,3.01,4.93,10.05,3.0,7.0,12.0,229.0,171.0,171.0,6.0,2.98,2.16,2.3,18.66,18.66,18.18
ANA,2025,ANA,ANA,Team Level,5on4,27,0.89,0.92,0.9,8330.0,123.74,14.34,11.22,27.35,4.36,72.72,38.01,13.69,14.34,13.69,110.0,58.0,64.0,232.0,15.0,17.0,3.0,22.0,0.0,64.0,50.0,95.0,153.0,8.0,19.0,77.0,2.0,4.0,23.0,116.0,37.0,15.0,3.09,5.02,6.23,0.0,8.0,7.0,232.0,168.0,168.0,5.0,2.88,4.26,4.26,12.97,12.97,12.6,13.96,1.72,0.72,1.94,0.44,4.2,8.98,1.61,1.72,1.61,14.0,4.0,1.0,19.0,0.0,1.0,0.0,1.0,0.0,4.0,12.0,14.0,18.0,2.0,4.0,66.0,14.0,9.0,19.0,11.0,4.0,3.0,0.28,0.61,0.82,0.0,0.0,0.0,19.0,18.0,18.0,15.0,0.17,0.31,0.31,1.57,1.57,1.52
PHI,2025,PHI,PHI,Team Level,other,26,0.59,0.55,0.53,2512.0,47.18,11.93,3.0,8.2,1.55,23.05,16.27,10.71,11.93,10.71,46.0,18.0,20.0,84.0,11.0,2.0,1.0,10.0,0.0,21.0,20.0,35.0,53.0,1.0,2.0,31.0,3.0,5.0,8.0,28.0,18.0,18.0,1.15,2.14,8.64,1.0,4.0,6.0,84.0,64.0,64.0,6.0,0.92,1.03,1.03,11.82,11.82,10.89,41.87,8.15,2.62,7.54,1.32,19.07,17.3,7.99,8.15,7.99,38.0,18.0,14.0,70.0,7.0,3.0,0.0,7.0,0.0,12.0,27.0,31.0,49.0,7.0,12.0,44.0,9.0,7.0,9.0,27.0,20.0,9.0,1.32,2.7,4.12,0.0,4.0,3.0,70.0,56.0,56.0,5.0,0.75,0.59,0.59,8.3,8.3,8.23
PHI,2025,PHI,PHI,Team Level,all,26,0.48,0.48,0.48,96049.0,722.07,79.05,50.36,168.53,23.93,386.12,277.02,74.72,79.09,74.73,657.0,328.0,360.0,1345.0,74.0,62.0,8.0,142.0,1.0,359.0,347.0,583.0,911.0,103.0,229.0,679.0,564.0,112.0,398.0,660.0,243.0,82.0,21.08,29.69,28.29,26.0,29.0,19.0,1340.72,985.0,979.11,191.0,11.18,14.87,14.94,75.29,75.2,72.89,782.28,85.87,52.98,185.95,26.24,416.4,300.63,81.1,86.47,81.69,681.0,388.0,413.0,1482.0,74.0,81.0,6.0,137.0,0.0,372.0,405.0,607.0,995.0,97.0,216.0,739.0,552.0,101.0,413.0,752.0,213.0,104.0,23.14,26.99,35.74,34.0,21.0,19.0,1495.37,1069.0,1082.59,195.0,11.94,17.12,17.12,80.63,81.28,77.96
PHI,2025,PHI,PHI,Team Level,5on5,26,0.48,0.48,0.49,78353.0,558.09,50.52,37.4,136.39,18.49,302.15,221.05,49.0,50.56,49.01,508.0,258.0,291.0,1057.0,52.0,44.0,4.0,113.0,1.0,283.0,273.0,456.0,714.0,90.0,203.0,514.0,542.0,99.0,357.0,547.0,180.0,39.0,17.16,22.38,10.99,22.0,22.0,8.0,1052.72,766.0,760.11,171.0,7.75,8.6,8.98,49.3,49.2,48.49,583.3,54.9,37.58,146.41,19.71,311.76,229.71,52.82,55.49,53.41,506.0,295.0,335.0,1136.0,50.0,62.0,4.0,107.0,0.0,280.0,302.0,456.0,751.0,79.0,182.0,565.0,523.0,85.0,357.0,585.0,152.0,64.0,17.52,19.38,17.99,31.0,14.0,5.0,1149.37,801.0,814.59,168.0,7.81,13.24,13.24,49.41,50.06,49.08
PHI,2025,PHI,PHI,Team Level,4on5,26,0.09,0.08,0.1,8418.0,15.18,2.05,0.93,2.25,0.44,4.66,9.67,2.01,2.05,2.01,14.0,6.0,2.0,22.0,0.0,1.0,0.0,2.0,0.0,2.0,15.0,14.0,20.0,4.0,8.0,74.0,12.0,7.0,15.0,10.0,7.0,3.0,0.26,0.86,0.93,0.0,0.0,0.0,22.0,20.0,20.0,13.0,0.21,0.38,0.38,1.88,1.88,1.88,137.35,20.19,11.83,29.15,4.59,80.2,41.03,17.76,20.19,17.76,118.0,69.0,59.0,246.0,15.0,12.0,2.0,21.0,0.0,78.0,61.0,103.0,172.0,7.0,14.0,67.0,8.0,3.0,31.0,125.0,35.0,27.0,3.54,4.1,12.55,2.0,2.0,11.0,246.0,187.0,187.0,8.0,3.17,2.38,2.38,20.98,20.98,18.76
PHI,2025,PHI,PHI,Team Level,5on4,26,0.85,0.86,0.84,6766.0,101.61,14.54,9.03,21.69,3.44,56.26,30.03,12.99,14.54,12.99,89.0,46.0,47.0,182.0,11.0,15.0,3.0,17.0,0.0,53.0,39.0,78.0,124.0,8.0,16.0,60.0,7.0,1.0,18.0,75.0,38.0,22.0,2.51,4.31,7.72,3.0,3.0,5.0,182.0,135.0,135.0,1.0,2.29,4.85,4.55,12.28,12.28,11.62,19.76,2.64,0.95,2.84,0.61,5.37,12.59,2.53,2.64,2.53,19.0,6.0,5.0,30.0,2.0,4.0,0.0,2.0,0.0,2.0,15.0,17.0,23.0,4.0,8.0,63.0,12.0,6.0,16.0,15.0,6.0,4.0,0.76,0.8,1.08,1.0,1.0,0.0,30.0,25.0,25.0,14.0,0.21,0.92,0.92,1.94,1.94,1.89
FLA,2025,FLA,FLA,Team Level,other,26,0.34,0.52,0.5,3652.0,52.43,9.35,3.76,10.5,1.85,27.68,16.85,8.53,9.35,8.53,39.0,31.0,24.0,94.0,4.0,10.0,1.0,10.0,0.0,25.0,21.0,35.0,66.0,5.0,10.0,43.0,10.0,6.0,8.0,35.0,20.0,15.0,1.55,2.69,5.11,0.0,2.0,2.0,94.0,70.0,70.0,3.0,1.01,2.52,2.52,7.85,7.85,7.52,50.73,18.2,3.14,8.42,1.63,24.2,14.42,16.5,18.2,16.5,50.0,20.0,18.0,88.0,15.0,4.0,3.0,10.0,0.0,24.0,17.0,35.0,55.0,1.0,2.0,45.0,6.0,8.0,16.0,32.0,14.0,24.0,1.18,1.79,15.22,0.0,2.0,13.0,88.0,70.0,70.0,13.0,0.96,2.76,2.76,16.4,16.4,15.67
FLA,2025,FLA,FLA,Team Level,all,26,0.52,0.53,0.53,94443.0,881.57,92.69,61.87,210.65,29.32,468.52,329.95,87.32,92.25,86.93,756.0,437.0,450.0,1643.0,76.0,109.0,12.0,172.0,2.0,420.0,414.0,680.0,1117.0,109.0,235.0,707.0,673.0,100.0,375.0,829.0,261.0,103.0,25.85,34.01,32.84,22.0,35.0,19.0,1638.38,1193.0,1188.37,160.0,13.82,21.6,21.65,84.85,84.51,81.77,772.04,85.72,51.72,186.54,25.99,408.9,297.14,80.32,86.54,81.03,683.0,373.0,386.0,1442.0,82.0,83.0,10.0,148.0,3.0,351.0,389.0,601.0,974.0,115.0,254.0,806.0,513.0,134.0,389.0,747.0,221.0,88.0,21.11,28.84,35.77,23.0,31.0,28.0,1449.75,1056.0,1062.8,183.0,11.59,18.78,18.78,78.54,79.17,76.84
FLA,2025,FLA,FLA,Team Level,5on5,26,0.53,0.52,0.52,73889.0,652.2,59.43,42.65,164.25,21.74,345.57,252.34,57.05,58.99,56.67,560.0,326.0,351.0,1237.0,52.0,73.0,8.0,129.0,2.0,321.0,309.0,508.0,834.0,94.0,205.0,525.0,636.0,78.0,320.0,644.0,185.0,57.0,19.32,24.0,16.12,20.0,22.0,10.0,1232.38,886.0,881.37,140.0,8.87,13.43,13.48,54.82,54.48,53.48,602.88,51.93,38.98,151.49,20.2,322.55,241.84,49.54,52.75,50.24,526.0,301.0,313.0,1140.0,52.0,65.0,7.0,124.0,3.0,275.0,308.0,474.0,775.0,107.0,235.0,601.0,477.0,116.0,332.0,614.0,168.0,45.0,17.41,22.3,12.23,22.0,22.0,8.0,1147.75,827.0,833.8,156.0,8.09,13.5,13.5,46.52,47.16,46.07
FLA,2025,FLA,FLA,Team Level,4on5,26,0.18,0.15,0.18,7440.0,24.55,3.08,1.23,3.22,0.74,7.09,15.65,2.98,3.08,2.98,22.0,9.0,3.0,34.0,3.0,4.0,0.0,1.0,0.0,2.0,21.0,19.0,28.0,1.0,2.0,51.0,19.0,9.0,19.0,17.0,9.0,5.0,0.57,1.16,1.34,0.0,3.0,0.0,34.0,31.0,31.0,14.0,0.28,0.84,0.84,2.51,2.51,2.47,103.14,14.26,8.78,24.14,3.62,57.14,30.06,12.99,14.26,12.99,90.0,48.0,53.0,191.0,14.0,12.0,0.0,13.0,0.0,49.0,50.0,76.0,124.0,4.0,11.0,77.0,10.0,1.0,23.0,86.0,35.0,17.0,2.19,4.25,7.83,1.0,6.0,7.0,191.0,138.0,138.0,0.0,2.35,2.22,2.22,14.39,14.39,13.89
FLA,2025,FLA,FLA,Team Level,5on4,26,0.94,0.92,0.91,9462.0,152.39,20.83,14.23,32.68,4.98,88.18,45.11,18.75,20.83,18.75,135.0,71.0,72.0,278.0,17.0,22.0,3.0,32.0,0.0,72.0,63.0,118.0,189.0,9.0,18.0,88.0,8.0,7.0,28.0,133.0,47.0,26.0,4.41,6.16,10.26,2.0,8.0,7.0,278.0,206.0,206.0,3.0,3.65,4.81,4.81,19.67,19.67,18.3,15.3,1.33,0.82,2.49,0.54,5.0,10.81,1.29,1.33,1.29,17.0,4.0,2.0,23.0,1.0,2.0,0.0,1.0,0.0,3.0,14.0,16.0,20.0,3.0,6.0,83.0,20.0,9.0,18.0,15.0,4.0,2.0,0.34,0.5,0.49,0.0,1.0,0.0,23.0,21.0,21.0,14.0,0.19,0.3,0.3,1.22,1.22,1.21
DAL,2025,DAL,DAL,Team Level,other,28,0.6,0.53,0.52,3543.0,57.28,14.92,4.25,10.49,2.07,28.11,17.16,14.28,14.92,14.28,52.0,25.0,35.0,112.0,9.0,5.0,1.0,9.0,1.0,32.0,21.0,43.0,68.0,1.0,2.0,57.0,4.0,6.0,15.0,40.0,18.0,19.0,1.49,2.23,11.2,3.0,2.0,4.0,112.0,77.0,77.0,6.0,1.32,1.08,1.08,15.16,15.16,14.76,52.74,10.0,3.97,9.75,1.8,29.47,17.02,9.46,10.0,9.46,52.0,20.0,29.0,101.0,8.0,9.0,3.0,8.0,0.0,26.0,21.0,44.0,64.0,3.0,6.0,33.0,14.0,7.0,11.0,41.0,19.0,12.0,1.57,2.52,5.92,0.0,4.0,4.0,101.0,72.0,72.0,3.0,1.13,2.34,2.34,8.78,8.78,8.31
DAL,2025,DAL,DAL,Team Level,all,28,0.51,0.46,0.47,102446.0,763.17,92.9,53.46,175.45,25.11,398.17,281.91,88.13,93.75,88.96,729.0,298.0,357.0,1384.0,96.0,93.0,14.0,129.0,2.0,357.0,350.0,633.0,931.0,96.0,216.0,800.0,560.0,124.0,400.0,666.0,254.0,107.0,20.86,31.6,40.43,34.0,34.0,28.0,1402.11,1027.0,1037.0,202.0,12.18,20.93,20.93,84.15,84.88,83.25,863.47,89.69,58.02,209.57,29.36,463.08,330.29,84.83,89.33,84.5,783.0,397.0,456.0,1636.0,72.0,96.0,13.0,160.0,1.0,402.0,449.0,711.0,1108.0,104.0,226.0,726.0,675.0,145.0,440.0,838.0,240.0,102.0,25.6,29.89,34.21,21.0,25.0,26.0,1626.4,1180.0,1177.66,186.0,12.97,19.41,19.41,83.25,83.05,79.97
DAL,2025,DAL,DAL,Team Level,5on5,28,0.49,0.45,0.46,82651.0,561.65,55.0,36.68,137.72,18.32,294.44,217.84,52.67,55.84,53.49,534.0,226.0,278.0,1038.0,62.0,65.0,7.0,101.0,1.0,271.0,260.0,472.0,698.0,85.0,194.0,607.0,542.0,105.0,350.0,519.0,188.0,53.0,16.74,23.24,15.02,28.0,25.0,9.0,1056.11,760.0,770.0,183.0,7.64,13.25,13.25,49.38,50.11,49.29,660.48,57.2,41.38,168.89,22.47,354.55,261.5,55.42,56.84,55.09,587.0,319.0,375.0,1281.0,44.0,66.0,6.0,122.0,1.0,320.0,353.0,543.0,862.0,92.0,202.0,547.0,642.0,118.0,386.0,678.0,173.0,55.0,20.56,21.3,15.34,19.0,17.0,8.0,1271.4,906.0,903.66,172.0,8.56,12.89,12.89,52.88,52.69,51.91
DAL,2025,DAL,DAL,Team Level,4on5,28,0.07,0.09,0.11,8692.0,15.11,1.5,0.67,2.1,0.44,4.76,10.55,1.49,1.5,1.49,16.0,4.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,16.0,20.0,5.0,10.0,63.0,11.0,9.0,15.0,15.0,3.0,2.0,0.26,0.42,0.82,0.0,0.0,0.0,21.0,20.0,20.0,11.0,0.16,0.0,0.0,1.65,1.65,1.65,126.72,19.72,11.33,27.43,4.26,71.24,36.03,17.22,19.72,17.22,115.0,55.0,48.0,218.0,16.0,19.0,3.0,28.0,0.0,51.0,56.0,99.0,154.0,4.0,8.0,79.0,6.0,7.0,35.0,99.0,39.0,32.0,2.89,4.78,12.05,1.0,2.0,13.0,218.0,170.0,170.0,6.0,2.98,3.61,3.61,19.08,19.08,17.29
DAL,2025,DAL,DAL,Team Level,5on4,28,0.89,0.86,0.84,7560.0,129.13,21.49,11.86,25.15,4.28,70.86,36.36,19.69,21.49,19.69,127.0,43.0,43.0,213.0,25.0,23.0,6.0,19.0,0.0,52.0,51.0,102.0,145.0,5.0,10.0,73.0,3.0,4.0,20.0,92.0,45.0,33.0,2.39,5.71,13.39,3.0,7.0,15.0,213.0,170.0,170.0,2.0,3.06,6.59,6.59,17.96,17.96,17.55,23.53,2.77,1.34,3.5,0.83,7.82,15.74,2.73,2.77,2.73,29.0,3.0,4.0,36.0,4.0,2.0,1.0,2.0,0.0,5.0,19.0,25.0,28.0,5.0,10.0,67.0,13.0,13.0,8.0,20.0,9.0,3.0,0.57,1.29,0.91,1.0,2.0,1.0,36.0,32.0,32.0,5.0,0.3,0.57,0.57,2.5,2.5,2.46
MIN,2025,MIN,MIN,Team Level,other,28,0.45,0.49,0.49,2888.0,49.64,8.91,3.64,9.43,1.79,29.11,17.12,8.42,8.91,8.42,49.0,21.0,20.0,90.0,9.0,2.0,0.0,13.0,0.0,23.0,23.0,40.0,61.0,2.0,4.0,41.0,5.0,4.0,9.0,42.0,16.0,12.0,1.92,2.22,4.76,2.0,2.0,5.0,90.0,70.0,70.0,2.0,1.03,0.24,0.24,9.7,9.7,9.16,53.67,11.07,3.86,9.79,1.74,28.81,17.73,10.8,11.07,10.8,47.0,26.0,19.0,92.0,17.0,3.0,0.0,3.0,1.0,32.0,17.0,30.0,56.0,2.0,4.0,41.0,10.0,5.0,11.0,42.0,18.0,13.0,1.51,2.21,7.36,2.0,5.0,10.0,92.0,73.0,73.0,4.0,1.2,0.6,0.6,11.67,11.67,11.44
MIN,2025,MIN,MIN,Team Level,all,28,0.49,0.48,0.48,103197.0,863.56,86.32,61.3,203.57,28.87,469.43,336.52,81.17,86.56,81.43,780.0,406.0,432.0,1618.0,76.0,95.0,7.0,154.0,1.0,440.0,420.0,704.0,1110.0,76.0,178.0,759.0,629.0,126.0,409.0,859.0,227.0,100.0,25.25,29.11,31.95,27.0,30.0,19.0,1627.48,1186.0,1192.64,188.0,13.67,19.72,19.72,80.27,80.54,77.02,928.4,91.01,64.31,221.98,31.05,507.68,365.97,87.21,91.22,87.4,857.0,425.0,481.0,1763.0,75.0,90.0,9.0,179.0,3.0,454.0,481.0,782.0,1207.0,98.0,227.0,840.0,539.0,119.0,450.0,934.0,259.0,89.0,26.5,32.59,31.92,24.0,20.0,31.0,1760.36,1282.0,1278.7,234.0,14.25,17.48,18.36,86.9,87.08,84.92
MIN,2025,MIN,MIN,Team Level,5on5,28,0.48,0.46,0.46,84479.0,657.24,60.38,43.71,159.63,21.79,350.99,264.49,57.69,60.63,57.94,591.0,310.0,354.0,1255.0,46.0,76.0,4.0,114.0,0.0,341.0,324.0,545.0,855.0,65.0,150.0,575.0,609.0,114.0,354.0,660.0,171.0,70.0,18.97,21.87,19.54,22.0,17.0,7.0,1264.48,901.0,907.64,176.0,9.08,15.54,15.55,53.91,54.18,53.01,753.25,65.31,50.08,187.19,25.19,410.52,301.71,62.43,65.52,62.61,693.0,347.0,411.0,1451.0,46.0,73.0,6.0,153.0,1.0,365.0,402.0,647.0,994.0,84.0,194.0,664.0,493.0,103.0,393.0,766.0,213.0,61.0,21.55,26.61,17.16,21.0,12.0,13.0,1448.36,1040.0,1036.7,202.0,10.4,13.61,13.61,62.1,62.29,60.84
